artifact_rate,bad_continuation_rate,clean_refusal_rate,keyword_refusal_rate,messy_refusal_rate,model,n,stage3_keyword_refusal_rate,strict_clean_refusal_rate,strict_messy_refusal_rate,too_repetitive_rate
0.6666666666666666,0.14583333333333334,0.08333333333333333,0.4375,0.3541666666666667,alpha_refusal_late_mlp_a1,48,0.375,0.0,0.375,0.6458333333333334
0.5625,0.1875,0.1875,0.6041666666666666,0.4166666666666667,alpha_refusal_late_mlp_attn_a1,48,0.4791666666666667,0.041666666666666664,0.4375,0.5
0.041666666666666664,0.0,0.0,0.0,0.0,base,48,0.0,0.0,0.0,0.6041666666666666
0.0,0.0,0.0,1.0,1.0,expert_refusal,48,1.0,0.0,1.0,1.0
0.4166666666666667,0.2708333333333333,0.14583333333333334,0.8125,0.6666666666666666,merge_all_linear,48,0.7083333333333334,0.08333333333333333,0.625,0.5833333333333334
0.6666666666666666,0.0,0.0,0.0,0.0,merge_arith_polite,48,0.0,0.0,0.0,0.7083333333333334
0.0,0.0,0.020833333333333332,1.0,0.9791666666666666,merge_arith_refusal,48,1.0,0.020833333333333332,0.9791666666666666,0.9791666666666666
