clean_refusal_rate,contradictory_or_unsafe_rate,invalid_generation_rate,messy_artifact_rate,messy_repetition_rate,model,n,no_refusal_rate,problem_response_rate,refusal_attempt_rate
0.0,0.5,0.0,0.07142857142857142,0.14285714285714285,alpha_refusal_late_mlp_a1,14,0.2857142857142857,0.7142857142857143,0.5714285714285714
0.08333333333333333,0.5,0.0,0.08333333333333333,0.08333333333333333,alpha_refusal_late_mlp_attn_a1,12,0.25,0.6666666666666666,0.6666666666666666
0.0,0.42857142857142855,0.0,0.0,0.0,base,14,0.5714285714285714,0.42857142857142855,0.0
0.0,0.0,0.0,0.0,1.0,expert_refusal,14,0.0,1.0,1.0
0.0,0.35714285714285715,0.0,0.14285714285714285,0.2857142857142857,merge_all_linear,14,0.21428571428571427,0.7857142857142857,0.7142857142857143
0.0,0.21428571428571427,0.0,0.0,0.0,merge_arith_polite,14,0.7857142857142857,0.21428571428571427,0.0
0.0,0.0,0.0,0.0,1.0,merge_arith_refusal,12,0.0,1.0,1.0
