accuracy,balanced_accuracy,basis,dim,n_eval,n_negative,n_positive,n_total,representation,target
0.6063829660415649,0.6771883219480515,topvar,16,94,65,29,94,mlp_out_l20,audit_no_refusal
0.5957446694374084,0.6599469631910324,topvar,32,94,65,29,94,mlp_out_l20,audit_no_refusal
0.9135802388191223,0.9135802388191223,raw,full,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.4691357910633087,0.4691357910633087,pca,16,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.4691357910633087,0.4691357910633087,pca,32,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.4938271641731262,0.4938271641731262,random,16,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.4938271641731262,0.4938271641731262,random,32,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.34567901492118835,0.34567901492118835,topvar,16,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.40740740299224854,0.40740740299224854,topvar,32,81,93,1,94,mlp_out_l25,audit_clean_refusal
0.7872340679168701,0.8008241653442383,raw,full,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.7659574747085571,0.779304027557373,pca,16,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.7659574747085571,0.779304027557373,pca,32,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.5957446694374084,0.604853481054306,random,16,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.7872340679168701,0.7962453961372375,random,32,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.6914893388748169,0.6913919448852539,topvar,16,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.7553191781044006,0.767399251461029,topvar,32,94,42,52,94,mlp_out_l25,audit_refusal_attempt
0.6808510422706604,0.7302083373069763,raw,full,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.6489361524581909,0.7244791686534882,pca,16,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.6382978558540344,0.707812488079071,pca,32,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.521276593208313,0.542187511920929,random,16,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.6808510422706604,0.7302083373069763,random,32,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.5957446694374084,0.6322916746139526,topvar,16,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.5957446694374084,0.6854166686534882,topvar,32,94,30,64,94,mlp_out_l25,audit_messy_or_unsafe
0.6702127456665039,0.7233421802520752,raw,full,94,65,29,94,mlp_out_l25,audit_no_refusal
0.6382978558540344,0.7193634212017059,pca,16,94,65,29,94,mlp_out_l25,audit_no_refusal
0.6489361524581909,0.7270557284355164,pca,32,94,65,29,94,mlp_out_l25,audit_no_refusal
0.5106382966041565,0.5220159143209457,random,16,94,65,29,94,mlp_out_l25,audit_no_refusal
0.6702127456665039,0.7233421802520752,random,32,94,65,29,94,mlp_out_l25,audit_no_refusal
0.5744680762290955,0.5968169867992401,topvar,16,94,65,29,94,mlp_out_l25,audit_no_refusal
0.5957446694374084,0.688594177365303,topvar,32,94,65,29,94,mlp_out_l25,audit_no_refusal
0.790123462677002,0.790123462677002,raw,full,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.5061728358268738,0.5061728358268738,pca,16,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.4938271641731262,0.4938271641731262,pca,32,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.4444444477558136,0.4444444477558136,random,16,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.395061731338501,0.395061731338501,random,32,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.40740740299224854,0.40740740299224854,topvar,16,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.4444444477558136,0.4444444477558136,topvar,32,81,93,1,94,mlp_out_l29,audit_clean_refusal
0.7340425252914429,0.7321428656578064,raw,full,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.6914893388748169,0.6891025602817535,pca,16,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.7021276354789734,0.6987179517745972,pca,32,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.7021276354789734,0.6826923191547394,random,16,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.6914893388748169,0.6845238208770752,random,32,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.6595744490623474,0.651098906993866,topvar,16,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.6808510422706604,0.6749084293842316,topvar,32,94,42,52,94,mlp_out_l29,audit_refusal_attempt
0.7127659320831299,0.7093749940395355,raw,full,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.5957446694374084,0.6145833432674408,pca,16,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.5957446694374084,0.6145833432674408,pca,32,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.7127659320831299,0.6739583313465118,random,16,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.6170212626457214,0.6036458313465118,random,32,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.6063829660415649,0.5869791805744171,topvar,16,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.6063829660415649,0.604687511920929,topvar,32,94,30,64,94,mlp_out_l29,audit_messy_or_unsafe
0.7234042286872864,0.7140583693981171,raw,full,94,65,29,94,mlp_out_l29,audit_no_refusal
0.585106372833252,0.5949602127075195,pca,16,94,65,29,94,mlp_out_l29,audit_no_refusal
0.585106372833252,0.5949602127075195,pca,32,94,65,29,94,mlp_out_l29,audit_no_refusal
0.7021276354789734,0.6604774594306946,random,16,94,65,29,94,mlp_out_l29,audit_no_refusal
0.6170212626457214,0.5989390015602112,random,32,94,65,29,94,mlp_out_l29,audit_no_refusal
0.6170212626457214,0.5989390015602112,topvar,16,94,65,29,94,mlp_out_l29,audit_no_refusal
0.5957446694374084,0.5931034684181213,topvar,32,94,65,29,94,mlp_out_l29,audit_no_refusal
0.7160493731498718,0.7160493731498718,raw,full,81,93,1,94,resid_l15,audit_clean_refusal
0.4691357910633087,0.4691357910633087,pca,16,81,93,1,94,resid_l15,audit_clean_refusal
0.4691357910633087,0.4691357910633087,pca,32,81,93,1,94,resid_l15,audit_clean_refusal
0.48148149251937866,0.48148149251937866,random,16,81,93,1,94,resid_l15,audit_clean_refusal
0.45679011940956116,0.45679011940956116,random,32,81,93,1,94,resid_l15,audit_clean_refusal
0.43209877610206604,0.43209877610206604,topvar,16,81,93,1,94,resid_l15,audit_clean_refusal
0.43209877610206604,0.43209877610206604,topvar,32,81,93,1,94,resid_l15,audit_clean_refusal
0.7659574747085571,0.779304027557373,raw,full,94,42,52,94,resid_l15,audit_refusal_attempt
0.7446808218955994,0.7600732743740082,pca,16,94,42,52,94,resid_l15,audit_refusal_attempt
0.7446808218955994,0.7600732743740082,pca,32,94,42,52,94,resid_l15,audit_refusal_attempt
0.7553191781044006,0.7696886360645294,random,16,94,42,52,94,resid_l15,audit_refusal_attempt
0.7446808218955994,0.7623626291751862,random,32,94,42,52,94,resid_l15,audit_refusal_attempt
0.7234042286872864,0.7408424913883209,topvar,16,94,42,52,94,resid_l15,audit_refusal_attempt
0.7340425252914429,0.7504578828811646,topvar,32,94,42,52,94,resid_l15,audit_refusal_attempt
0.6595744490623474,0.7145833373069763,raw,full,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6276595592498779,0.699999988079071,pca,16,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6276595592498779,0.699999988079071,pca,32,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6382978558540344,0.707812488079071,random,16,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6063829660415649,0.684374988079071,random,32,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6170212626457214,0.692187488079071,topvar,16,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6063829660415649,0.684374988079071,topvar,32,94,30,64,94,resid_l15,audit_messy_or_unsafe
0.6702127456665039,0.7328912615776062,raw,full,94,65,29,94,resid_l15,audit_no_refusal
0.6170212626457214,0.6944297105073929,pca,16,94,65,29,94,resid_l15,audit_no_refusal
0.6170212626457214,0.6944297105073929,pca,32,94,65,29,94,resid_l15,audit_no_refusal
0.6276595592498779,0.7021220326423645,random,16,94,65,29,94,resid_l15,audit_no_refusal
