accuracy,balanced_accuracy,basis,dim,n_eval,n_negative,n_positive,n_total,representation,target
0.6398809552192688,0.7050925940275192,topvar,32,336,216,120,336,mlp_out_l15,failure_no_refusal
0.836309552192688,0.8406211137771606,raw,full,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.8184523582458496,0.822236031293869,pca,16,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.8184523582458496,0.822236031293869,pca,32,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.7767857313156128,0.7817391157150269,random,16,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.7976190447807312,0.8014906942844391,random,32,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.7976190447807312,0.802236020565033,topvar,16,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.7946428656578064,0.799378901720047,topvar,32,336,161,175,336,mlp_out_l20,failure_attempted_refusal
0.8071428537368774,0.8071428537368774,raw,full,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.4535714387893677,0.4535714387893677,pca,16,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.44999998807907104,0.44999998807907104,pca,32,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.5,0.5,random,16,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.47857141494750977,0.47857141494750977,random,32,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.4178571403026581,0.4178571403026581,topvar,16,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.4178571403026581,0.4178571403026581,topvar,32,280,335,1,336,mlp_out_l20,failure_clean_refusal
0.7410714030265808,0.7832212448120117,raw,full,336,121,215,336,mlp_out_l20,failure_problem_response
0.7232142686843872,0.769267737865448,pca,16,336,121,215,336,mlp_out_l20,failure_problem_response
0.7232142686843872,0.769267737865448,pca,32,336,121,215,336,mlp_out_l20,failure_problem_response
0.6934523582458496,0.7442052662372589,random,16,336,121,215,336,mlp_out_l20,failure_problem_response
0.7172619104385376,0.7555833160877228,random,32,336,121,215,336,mlp_out_l20,failure_problem_response
0.6904761791229248,0.7346530854701996,topvar,16,336,121,215,336,mlp_out_l20,failure_problem_response
0.7053571343421936,0.7553142607212067,topvar,32,336,121,215,336,mlp_out_l20,failure_problem_response
0.8422619104385376,0.8459983170032501,raw,full,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.824404776096344,0.8276926279067993,pca,16,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.824404776096344,0.8276926279067993,pca,32,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.7827380895614624,0.7868241667747498,random,16,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.8035714030265808,0.8069391250610352,random,32,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.7976190447807312,0.8016177117824554,topvar,16,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.7976190447807312,0.8016177117824554,topvar,32,336,162,174,336,mlp_out_l20,failure_bad_attempt
0.913690447807312,0.890277773141861,raw,full,336,216,120,336,mlp_out_l20,failure_repetition
0.9464285969734192,0.9398148357868195,pca,16,336,216,120,336,mlp_out_l20,failure_repetition
0.9464285969734192,0.9398148357868195,pca,32,336,216,120,336,mlp_out_l20,failure_repetition
0.8184523582458496,0.8310185074806213,random,16,336,216,120,336,mlp_out_l20,failure_repetition
0.8809523582458496,0.8759259283542633,random,32,336,216,120,336,mlp_out_l20,failure_repetition
0.8809523582458496,0.8703703582286835,topvar,16,336,216,120,336,mlp_out_l20,failure_repetition
0.886904776096344,0.8861111104488373,topvar,32,336,216,120,336,mlp_out_l20,failure_repetition
0.6607142686843872,0.678431361913681,raw,full,336,306,30,336,mlp_out_l20,failure_artifact
0.5833333134651184,0.7712418437004089,pca,16,336,306,30,336,mlp_out_l20,failure_artifact
0.5833333134651184,0.7712418437004089,pca,32,336,306,30,336,mlp_out_l20,failure_artifact
0.5892857313156128,0.7594771087169647,random,16,336,306,30,336,mlp_out_l20,failure_artifact
0.5595238208770752,0.7281045913696289,random,32,336,306,30,336,mlp_out_l20,failure_artifact
0.5029761791229248,0.6970588266849518,topvar,16,336,306,30,336,mlp_out_l20,failure_artifact
0.5178571343421936,0.7352941185235977,topvar,32,336,306,30,336,mlp_out_l20,failure_artifact
0.7142857313156128,0.7351689040660858,raw,full,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.5446428656578064,0.64169742166996,pca,16,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.5416666865348816,0.6456996947526932,pca,32,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.601190447807312,0.6533636152744293,random,16,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.538690447807312,0.6380073875188828,random,32,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.523809552192688,0.6229350119829178,topvar,16,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.538690447807312,0.6263128072023392,topvar,32,336,271,65,336,mlp_out_l20,failure_unsafe_or_contradictory
0.738095223903656,0.7814814746379852,raw,full,336,216,120,336,mlp_out_l20,failure_no_refusal
0.7202380895614624,0.7675926089286804,pca,16,336,216,120,336,mlp_out_l20,failure_no_refusal
0.7202380895614624,0.7675926089286804,pca,32,336,216,120,336,mlp_out_l20,failure_no_refusal
0.6934523582458496,0.744907408952713,random,16,336,216,120,336,mlp_out_l20,failure_no_refusal
0.7232142686843872,0.7606481313705444,random,32,336,216,120,336,mlp_out_l20,failure_no_refusal
0.6845238208770752,0.7268518507480621,topvar,16,336,216,120,336,mlp_out_l20,failure_no_refusal
0.699404776096344,0.7513888776302338,topvar,32,336,216,120,336,mlp_out_l20,failure_no_refusal
0.8065476417541504,0.810807466506958,raw,full,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.8095238208770752,0.8139130473136902,pca,16,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.8095238208770752,0.8139130473136902,pca,32,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.7410714030265808,0.742981344461441,random,16,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.7827380895614624,0.7857142984867096,random,32,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.7529761791229248,0.7556521594524384,topvar,16,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.788690447807312,0.7946583926677704,topvar,32,336,161,175,336,mlp_out_l25,failure_attempted_refusal
0.9178571701049805,0.9178571701049805,raw,full,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.5178571343421936,0.5178571343421936,pca,16,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.5142857432365417,0.5142857432365417,pca,32,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.5142857432365417,0.5142857432365417,random,16,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.5178571343421936,0.5178571343421936,random,32,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.3678571283817291,0.3678571283817291,topvar,16,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.4357142746448517,0.4357142746448517,topvar,32,280,335,1,336,mlp_out_l25,failure_clean_refusal
0.7351190447807312,0.7767634093761444,raw,full,336,121,215,336,mlp_out_l25,failure_problem_response
0.7142857313156128,0.7659042775630951,pca,16,336,121,215,336,mlp_out_l25,failure_problem_response
0.7142857313156128,0.7659042775630951,pca,32,336,121,215,336,mlp_out_l25,failure_problem_response
0.636904776096344,0.6512396931648254,random,16,336,121,215,336,mlp_out_l25,failure_problem_response
0.699404776096344,0.739823192358017,random,32,336,121,215,336,mlp_out_l25,failure_problem_response
0.6934523582458496,0.7243320941925049,topvar,16,336,121,215,336,mlp_out_l25,failure_problem_response
0.6785714030265808,0.7379973232746124,topvar,32,336,121,215,336,mlp_out_l25,failure_problem_response
0.8065476417541504,0.810238391160965,raw,full,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.8095238208770752,0.8133248090744019,pca,16,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.8095238208770752,0.8133248090744019,pca,32,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.7470238208770752,0.7487228512763977,random,16,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.788690447807312,0.7910813093185425,random,32,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.75,0.7524478435516357,topvar,16,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.788690447807312,0.7938484251499176,topvar,32,336,162,174,336,mlp_out_l25,failure_bad_attempt
0.9196428656578064,0.8912037014961243,raw,full,336,216,120,336,mlp_out_l25,failure_repetition
0.8839285969734192,0.8819444477558136,pca,16,336,216,120,336,mlp_out_l25,failure_repetition
0.8809523582458496,0.8796296417713165,pca,32,336,216,120,336,mlp_out_l25,failure_repetition
0.7827380895614624,0.7995370328426361,random,16,336,216,120,336,mlp_out_l25,failure_repetition
0.8065476417541504,0.8199073970317841,random,32,336,216,120,336,mlp_out_l25,failure_repetition
0.8184523582458496,0.8087962865829468,topvar,16,336,216,120,336,mlp_out_l25,failure_repetition
0.8125,0.8060185313224792,topvar,32,336,216,120,336,mlp_out_l25,failure_repetition
0.711309552192688,0.7362745106220245,raw,full,336,306,30,336,mlp_out_l25,failure_artifact
0.5684523582458496,0.7480392158031464,pca,16,336,306,30,336,mlp_out_l25,failure_artifact
0.5773809552192688,0.7529411613941193,pca,32,336,306,30,336,mlp_out_l25,failure_artifact
0.5654761791229248,0.6712418496608734,random,16,336,306,30,336,mlp_out_l25,failure_artifact
0.5833333134651184,0.7111111283302307,random,32,336,306,30,336,mlp_out_l25,failure_artifact
0.5684523582458496,0.7330065369606018,topvar,16,336,306,30,336,mlp_out_l25,failure_artifact
0.5714285969734192,0.7496731877326965,topvar,32,336,306,30,336,mlp_out_l25,failure_artifact
0.7559523582458496,0.7434572875499725,raw,full,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.6458333134651184,0.68103888630867,pca,16,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.6458333134651184,0.68103888630867,pca,32,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.6160714030265808,0.6625887155532837,random,16,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.6428571343421936,0.6908884644508362,random,32,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.5654761791229248,0.6429179608821869,topvar,16,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.5654761791229248,0.6429179608821869,topvar,32,336,271,65,336,mlp_out_l25,failure_unsafe_or_contradictory
0.7351190447807312,0.7754629850387573,raw,full,336,216,120,336,mlp_out_l25,failure_no_refusal
0.7172619104385376,0.7708333134651184,pca,16,336,216,120,336,mlp_out_l25,failure_no_refusal
0.7202380895614624,0.7731481492519379,pca,32,336,216,120,336,mlp_out_l25,failure_no_refusal
0.636904776096344,0.652777761220932,random,16,336,216,120,336,mlp_out_l25,failure_no_refusal
0.7083333134651184,0.7490740716457367,random,32,336,216,120,336,mlp_out_l25,failure_no_refusal
0.6964285969734192,0.7249999940395355,topvar,16,336,216,120,336,mlp_out_l25,failure_no_refusal
0.6845238208770752,0.7453703582286835,topvar,32,336,216,120,336,mlp_out_l25,failure_no_refusal
0.7321428656578064,0.7324223518371582,raw,full,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.699404776096344,0.6970186233520508,pca,16,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.699404776096344,0.6970186233520508,pca,32,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.6607142686843872,0.6563975214958191,random,16,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.7053571343421936,0.7022360265254974,random,32,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.6339285969734192,0.6289440989494324,topvar,16,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.648809552192688,0.6447204947471619,topvar,32,336,161,175,336,mlp_out_l29,failure_attempted_refusal
0.8642857074737549,0.8642857074737549,raw,full,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.4714285731315613,0.4714285731315613,pca,16,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.4892857074737549,0.4892857074737549,pca,32,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.4392857253551483,0.4392857253551483,random,16,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.3821428716182709,0.3821428716182709,random,32,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.37857142090797424,0.37857142090797424,topvar,16,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.4892857074737549,0.4892857074737549,topvar,32,280,335,1,336,mlp_out_l29,failure_clean_refusal
0.711309552192688,0.6967326700687408,raw,full,336,121,215,336,mlp_out_l29,failure_problem_response
0.6964285969734192,0.6977513134479523,pca,16,336,121,215,336,mlp_out_l29,failure_problem_response
0.6964285969734192,0.6977513134479523,pca,32,336,121,215,336,mlp_out_l29,failure_problem_response
0.6815476417541504,0.6698635518550873,random,16,336,121,215,336,mlp_out_l29,failure_problem_response
0.6934523582458496,0.6863924562931061,random,32,336,121,215,336,mlp_out_l29,failure_problem_response
0.6547619104385376,0.632673442363739,topvar,16,336,121,215,336,mlp_out_l29,failure_problem_response
0.6726190447807312,0.6538535356521606,topvar,32,336,121,215,336,mlp_out_l29,failure_problem_response
0.7321428656578064,0.7326521873474121,raw,full,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.7023809552192688,0.7002979815006256,pca,16,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.7023809552192688,0.7002979815006256,pca,32,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.6607142686843872,0.6570881307125092,random,16,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.7023809552192688,0.6996594369411469,random,32,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.6309523582458496,0.6266496479511261,topvar,16,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.6517857313156128,0.6482545733451843,topvar,32,336,162,174,336,mlp_out_l29,failure_bad_attempt
0.7916666865348816,0.7509259283542633,raw,full,336,216,120,336,mlp_out_l29,failure_repetition
0.7916666865348816,0.7861111164093018,pca,16,336,216,120,336,mlp_out_l29,failure_repetition
0.7916666865348816,0.7861111164093018,pca,32,336,216,120,336,mlp_out_l29,failure_repetition
0.6845238208770752,0.7138888835906982,random,16,336,216,120,336,mlp_out_l29,failure_repetition
0.7351190447807312,0.7458333373069763,random,32,336,216,120,336,mlp_out_l29,failure_repetition
0.5982142686843872,0.6319444477558136,topvar,16,336,216,120,336,mlp_out_l29,failure_repetition
0.6577380895614624,0.6800926029682159,topvar,32,336,216,120,336,mlp_out_l29,failure_repetition
0.6220238208770752,0.7473856210708618,raw,full,336,306,30,336,mlp_out_l29,failure_artifact
0.4702380895614624,0.7091503292322159,pca,16,336,306,30,336,mlp_out_l29,failure_artifact
0.4702380895614624,0.7091503292322159,pca,32,336,306,30,336,mlp_out_l29,failure_artifact
0.4821428656578064,0.7006535828113556,random,16,336,306,30,336,mlp_out_l29,failure_artifact
0.4404761791229248,0.6928104609251022,random,32,336,306,30,336,mlp_out_l29,failure_artifact
0.4107142984867096,0.6764705926179886,topvar,16,336,306,30,336,mlp_out_l29,failure_artifact
0.4107142984867096,0.6764705926179886,topvar,32,336,306,30,336,mlp_out_l29,failure_artifact
0.6398809552192688,0.642265111207962,raw,full,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.5208333134651184,0.6152427047491074,pca,16,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.523809552192688,0.617087721824646,pca,32,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.4851190447807312,0.4644621014595032,random,16,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.5,0.5730911195278168,random,32,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.5357142686843872,0.5250638723373413,topvar,16,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.5178571343421936,0.5607720762491226,topvar,32,336,271,65,336,mlp_out_l29,failure_unsafe_or_contradictory
0.7202380895614624,0.7046296298503876,raw,full,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6964285969734192,0.6972222030162811,pca,16,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6964285969734192,0.6972222030162811,pca,32,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6785714030265808,0.6666666567325592,random,16,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6934523582458496,0.6856481730937958,random,32,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6577380895614624,0.6356481611728668,topvar,16,336,216,120,336,mlp_out_l29,failure_no_refusal
0.6696428656578064,0.6504629552364349,topvar,32,336,216,120,336,mlp_out_l29,failure_no_refusal
0.824404776096344,0.8279503285884857,raw,full,336,161,175,336,resid_l15,failure_attempted_refusal
0.8154761791229248,0.8193788826465607,pca,16,336,161,175,336,resid_l15,failure_attempted_refusal
0.8154761791229248,0.8193788826465607,pca,32,336,161,175,336,resid_l15,failure_attempted_refusal
0.788690447807312,0.7939130365848541,random,16,336,161,175,336,resid_l15,failure_attempted_refusal
0.7857142686843872,0.7925466001033783,random,32,336,161,175,336,resid_l15,failure_attempted_refusal
0.761904776096344,0.7681987583637238,topvar,16,336,161,175,336,resid_l15,failure_attempted_refusal
0.7916666865348816,0.7967701852321625,topvar,32,336,161,175,336,resid_l15,failure_attempted_refusal
0.7749999761581421,0.7749999761581421,raw,full,280,335,1,336,resid_l15,failure_clean_refusal
0.4642857015132904,0.4642857015132904,pca,16,280,335,1,336,resid_l15,failure_clean_refusal
0.4642857015132904,0.4642857015132904,pca,32,280,335,1,336,resid_l15,failure_clean_refusal
0.4749999940395355,0.4749999940395355,random,16,280,335,1,336,resid_l15,failure_clean_refusal
0.4642857015132904,0.4642857015132904,random,32,280,335,1,336,resid_l15,failure_clean_refusal
0.4178571403026581,0.4178571403026581,topvar,16,280,335,1,336,resid_l15,failure_clean_refusal
0.4357142746448517,0.4357142746448517,topvar,32,280,335,1,336,resid_l15,failure_clean_refusal
0.7410714030265808,0.7832212448120117,raw,full,336,121,215,336,resid_l15,failure_problem_response
0.7232142686843872,0.7710743844509125,pca,16,336,121,215,336,resid_l15,failure_problem_response
