artifact_rate,attempted_refusal_rate,bad_attempt_rate,clean_refusal_rate,invalid_generation_rate,model,n,no_refusal_rate,problem_response_rate,repetition_rate,unsafe_or_contradictory_rate
0.14583333333333334,0.3958333333333333,0.3958333333333333,0.0,0.0,alpha_refusal_late_mlp_a1,48,0.4791666666666667,0.5208333333333334,0.08333333333333333,0.2916666666666667
0.3125,0.5416666666666666,0.5208333333333334,0.020833333333333332,0.0,alpha_refusal_late_mlp_attn_a1,48,0.3125,0.6666666666666666,0.0625,0.2916666666666667
0.0,0.0,0.0,0.0,0.0,base,48,0.6875,0.3125,0.0,0.3125
0.0,1.0,1.0,0.0,0.0,expert_refusal,48,0.0,1.0,1.0,0.0
0.16666666666666666,0.7083333333333334,0.7083333333333334,0.0,0.0,merge_all_linear,48,0.16666666666666666,0.8333333333333334,0.3541666666666667,0.3125
0.0,0.0,0.0,0.0,0.0,merge_arith_polite,48,0.8541666666666666,0.14583333333333334,0.0,0.14583333333333334
0.0,1.0,1.0,0.0,0.0,merge_arith_refusal,48,0.0,1.0,1.0,0.0
