layer,model_a,model_b,n,row_cosine,split
4,qwen2_5_instruct,slerp,8,0.9990963935852051,harmful
4,qwen2_5_instruct,slerp,8,0.9990637302398682,benign
4,qwen2_5_instruct,slerp,8,0.9990857839584351,arith
4,qwen2_5_instruct,slerp,8,0.9991585612297058,polite
8,qwen2_5_instruct,slerp,8,0.9956403970718384,harmful
8,qwen2_5_instruct,slerp,8,0.9958730936050415,benign
8,qwen2_5_instruct,slerp,8,0.9960268139839172,arith
8,qwen2_5_instruct,slerp,8,0.9960448145866394,polite
12,qwen2_5_instruct,slerp,8,0.9909083247184753,harmful
12,qwen2_5_instruct,slerp,8,0.9909834861755371,benign
12,qwen2_5_instruct,slerp,8,0.9833020567893982,arith
12,qwen2_5_instruct,slerp,8,0.9908067584037781,polite
16,qwen2_5_instruct,slerp,8,0.9895358085632324,harmful
16,qwen2_5_instruct,slerp,8,0.9930957555770874,benign
16,qwen2_5_instruct,slerp,8,0.8472144603729248,arith
16,qwen2_5_instruct,slerp,8,0.9793296456336975,polite
20,qwen2_5_instruct,slerp,8,0.9893454313278198,harmful
20,qwen2_5_instruct,slerp,8,0.995250940322876,benign
20,qwen2_5_instruct,slerp,8,0.7406471967697144,arith
20,qwen2_5_instruct,slerp,8,0.9681189060211182,polite
23,qwen2_5_instruct,slerp,8,0.989599347114563,harmful
23,qwen2_5_instruct,slerp,8,0.9941719174385071,benign
23,qwen2_5_instruct,slerp,8,0.7890297770500183,arith
23,qwen2_5_instruct,slerp,8,0.938329815864563,polite
0,qwen2_instruct,plus2,8,0.9999942183494568,harmful
0,qwen2_instruct,plus2,8,0.9999949932098389,benign
0,qwen2_instruct,plus2,8,0.9999949932098389,arith
0,qwen2_instruct,plus2,8,0.9999936819076538,polite
4,qwen2_instruct,plus2,8,0.9999779462814331,harmful
4,qwen2_instruct,plus2,8,0.9999768137931824,benign
4,qwen2_instruct,plus2,8,0.9999754428863525,arith
4,qwen2_instruct,plus2,8,0.9999796748161316,polite
8,qwen2_instruct,plus2,8,0.9999750852584839,harmful
8,qwen2_instruct,plus2,8,0.9999738335609436,benign
8,qwen2_instruct,plus2,8,0.9999728798866272,arith
8,qwen2_instruct,plus2,8,0.99997478723526,polite
12,qwen2_instruct,plus2,8,0.9999634623527527,harmful
12,qwen2_instruct,plus2,8,0.9999610185623169,benign
12,qwen2_instruct,plus2,8,0.9999597668647766,arith
12,qwen2_instruct,plus2,8,0.9999657273292542,polite
16,qwen2_instruct,plus2,8,0.9999635219573975,harmful
16,qwen2_instruct,plus2,8,0.9999618530273438,benign
16,qwen2_instruct,plus2,8,0.9999540448188782,arith
16,qwen2_instruct,plus2,8,0.9999477863311768,polite
20,qwen2_instruct,plus2,8,0.9999641180038452,harmful
20,qwen2_instruct,plus2,8,0.9999731183052063,benign
20,qwen2_instruct,plus2,8,0.999965488910675,arith
20,qwen2_instruct,plus2,8,0.9999653100967407,polite
23,qwen2_instruct,plus2,8,0.999946653842926,harmful
23,qwen2_instruct,plus2,8,0.9999610781669617,benign
23,qwen2_instruct,plus2,8,0.9999493360519409,arith
23,qwen2_instruct,plus2,8,0.9999509453773499,polite
0,qwen2_instruct,minus2,8,0.16007626056671143,harmful
0,qwen2_instruct,minus2,8,0.15403832495212555,benign
0,qwen2_instruct,minus2,8,0.13818936049938202,arith
0,qwen2_instruct,minus2,8,0.16749554872512817,polite
4,qwen2_instruct,minus2,8,0.20716816186904907,harmful
4,qwen2_instruct,minus2,8,0.20336830615997314,benign
4,qwen2_instruct,minus2,8,0.14201965928077698,arith
4,qwen2_instruct,minus2,8,0.1978742629289627,polite
8,qwen2_instruct,minus2,8,0.08607687801122665,harmful
8,qwen2_instruct,minus2,8,0.1521628499031067,benign
8,qwen2_instruct,minus2,8,0.09266344457864761,arith
8,qwen2_instruct,minus2,8,0.10192081332206726,polite
12,qwen2_instruct,minus2,8,0.17946602404117584,harmful
12,qwen2_instruct,minus2,8,0.19094716012477875,benign
12,qwen2_instruct,minus2,8,0.1546923965215683,arith
12,qwen2_instruct,minus2,8,0.20059244334697723,polite
16,qwen2_instruct,minus2,8,0.06612855195999146,harmful
16,qwen2_instruct,minus2,8,0.0848911851644516,benign
16,qwen2_instruct,minus2,8,0.0431780070066452,arith
16,qwen2_instruct,minus2,8,0.08804887533187866,polite
20,qwen2_instruct,minus2,8,-0.040549807250499725,harmful
20,qwen2_instruct,minus2,8,0.015910109505057335,benign
20,qwen2_instruct,minus2,8,-0.05496484041213989,arith
20,qwen2_instruct,minus2,8,-0.031079063192009926,polite
23,qwen2_instruct,minus2,8,-0.04022057354450226,harmful
23,qwen2_instruct,minus2,8,0.00013168342411518097,benign
23,qwen2_instruct,minus2,8,-0.036618176847696304,arith
23,qwen2_instruct,minus2,8,-0.055717095732688904,polite
0,qwen2_instruct,slerp,8,0.21297922730445862,harmful
0,qwen2_instruct,slerp,8,0.20700453221797943,benign
0,qwen2_instruct,slerp,8,0.19774815440177917,arith
0,qwen2_instruct,slerp,8,0.21565808355808258,polite
4,qwen2_instruct,slerp,8,0.3249032199382782,harmful
4,qwen2_instruct,slerp,8,0.32102465629577637,benign
4,qwen2_instruct,slerp,8,0.31938454508781433,arith
4,qwen2_instruct,slerp,8,0.3239178955554962,polite
8,qwen2_instruct,slerp,8,0.3642438054084778,harmful
8,qwen2_instruct,slerp,8,0.36308449506759644,benign
8,qwen2_instruct,slerp,8,0.3489982783794403,arith
8,qwen2_instruct,slerp,8,0.3153936564922333,polite
12,qwen2_instruct,slerp,8,0.3891693353652954,harmful
12,qwen2_instruct,slerp,8,0.38512012362480164,benign
12,qwen2_instruct,slerp,8,0.3809587061405182,arith
12,qwen2_instruct,slerp,8,0.41274744272232056,polite
16,qwen2_instruct,slerp,8,0.2775127589702606,harmful
16,qwen2_instruct,slerp,8,0.3007467985153198,benign
16,qwen2_instruct,slerp,8,0.3199341893196106,arith
16,qwen2_instruct,slerp,8,0.3099382817745209,polite
20,qwen2_instruct,slerp,8,0.4555715322494507,harmful
20,qwen2_instruct,slerp,8,0.4693222641944885,benign
20,qwen2_instruct,slerp,8,0.48273199796676636,arith
20,qwen2_instruct,slerp,8,0.4089592397212982,polite
23,qwen2_instruct,slerp,8,-0.03218903765082359,harmful
23,qwen2_instruct,slerp,8,-0.011953120119869709,benign
23,qwen2_instruct,slerp,8,-0.001216814387589693,arith
23,qwen2_instruct,slerp,8,-0.036263614892959595,polite
0,plus2,minus2,8,0.160066157579422,harmful
0,plus2,minus2,8,0.15399327874183655,benign
0,plus2,minus2,8,0.1381690353155136,arith
0,plus2,minus2,8,0.16749528050422668,polite
4,plus2,minus2,8,0.20706863701343536,harmful
4,plus2,minus2,8,0.20327293872833252,benign
4,plus2,minus2,8,0.1419590413570404,arith
4,plus2,minus2,8,0.19777554273605347,polite
8,plus2,minus2,8,0.08630449324846268,harmful
8,plus2,minus2,8,0.1524014174938202,benign
8,plus2,minus2,8,0.09275355190038681,arith
8,plus2,minus2,8,0.10226674377918243,polite
12,plus2,minus2,8,0.1792089343070984,harmful
12,plus2,minus2,8,0.19066374003887177,benign
12,plus2,minus2,8,0.15465642511844635,arith
12,plus2,minus2,8,0.20059941709041595,polite
16,plus2,minus2,8,0.06611878424882889,harmful
16,plus2,minus2,8,0.08489027619361877,benign
16,plus2,minus2,8,0.04308582469820976,arith
16,plus2,minus2,8,0.08812905102968216,polite
20,plus2,minus2,8,-0.04036303237080574,harmful
20,plus2,minus2,8,0.016138875856995583,benign
20,plus2,minus2,8,-0.05511085316538811,arith
20,plus2,minus2,8,-0.030837994068861008,polite
23,plus2,minus2,8,-0.04019626975059509,harmful
23,plus2,minus2,8,5.589332431554794e-05,benign
23,plus2,minus2,8,-0.03648443892598152,arith
23,plus2,minus2,8,-0.05554775893688202,polite
0,plus2,slerp,8,0.21266715228557587,harmful
0,plus2,slerp,8,0.2066795825958252,benign
0,plus2,slerp,8,0.19739049673080444,arith
0,plus2,slerp,8,0.2153669148683548,polite
4,plus2,slerp,8,0.3250914216041565,harmful
4,plus2,slerp,8,0.32126861810684204,benign
4,plus2,slerp,8,0.3197343051433563,arith
4,plus2,slerp,8,0.3239505887031555,polite
8,plus2,slerp,8,0.36481988430023193,harmful
8,plus2,slerp,8,0.36384153366088867,benign
8,plus2,slerp,8,0.34938302636146545,arith
8,plus2,slerp,8,0.3154631555080414,polite
12,plus2,slerp,8,0.38857993483543396,harmful
12,plus2,slerp,8,0.3847942054271698,benign
12,plus2,slerp,8,0.3806177079677582,arith
12,plus2,slerp,8,0.41233453154563904,polite
16,plus2,slerp,8,0.27752983570098877,harmful
16,plus2,slerp,8,0.30067509412765503,benign
16,plus2,slerp,8,0.31946322321891785,arith
16,plus2,slerp,8,0.30979621410369873,polite
20,plus2,slerp,8,0.45503294467926025,harmful
20,plus2,slerp,8,0.46928632259368896,benign
20,plus2,slerp,8,0.48149415850639343,arith
20,plus2,slerp,8,0.4087272882461548,polite
23,plus2,slerp,8,-0.032131634652614594,harmful
23,plus2,slerp,8,-0.01179572194814682,benign
23,plus2,slerp,8,-0.001665016752667725,arith
23,plus2,slerp,8,-0.036822348833084106,polite
0,minus2,slerp,8,0.2253188192844391,harmful
0,minus2,slerp,8,0.21414154767990112,benign
0,minus2,slerp,8,0.19116252660751343,arith
0,minus2,slerp,8,0.24572834372520447,polite
4,minus2,slerp,8,0.2388734370470047,harmful
4,minus2,slerp,8,0.24164098501205444,benign
4,minus2,slerp,8,0.16731521487236023,arith
4,minus2,slerp,8,0.24266013503074646,polite
8,minus2,slerp,8,0.10841381549835205,harmful
8,minus2,slerp,8,0.1741943359375,benign
8,minus2,slerp,8,0.1255355030298233,arith
8,minus2,slerp,8,0.12217897176742554,polite
12,minus2,slerp,8,0.25170180201530457,harmful
12,minus2,slerp,8,0.25155362486839294,benign
12,minus2,slerp,8,0.20247891545295715,arith
12,minus2,slerp,8,0.24968764185905457,polite
16,minus2,slerp,8,0.12993758916854858,harmful
16,minus2,slerp,8,0.14502017199993134,benign
16,minus2,slerp,8,0.08176489174365997,arith
16,minus2,slerp,8,0.10257185995578766,polite
20,minus2,slerp,8,-0.001805271953344345,harmful
20,minus2,slerp,8,0.0481283962726593,benign
20,minus2,slerp,8,-0.05004667490720749,arith
20,minus2,slerp,8,-0.022156905382871628,polite
23,minus2,slerp,8,-0.060422904789447784,harmful
23,minus2,slerp,8,-0.020903270691633224,benign
23,minus2,slerp,8,0.01746845431625843,arith
23,minus2,slerp,8,-0.04802997410297394,polite
