condition,max_i_minus_it,mean_i_minus_it,min_i_minus_it,n,split,top_i_rate,top_it_rate
bundle_patch_random_top33_seed240524_k12_001,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_001,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_002,-3.953125,-3.953125,-3.953125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_002,-0.5625,-0.5625,-0.5625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_003,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_003,-0.578125,-0.578125,-0.578125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_004,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_004,-0.140625,-0.140625,-0.140625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_005,-3.9453125,-3.9453125,-3.9453125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_005,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_006,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_006,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_007,-3.9609375,-3.9609375,-3.9609375,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_007,-0.125,-0.125,-0.125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_008,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_008,-0.15625,-0.15625,-0.15625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_009,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_009,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_010,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_010,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_011,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_011,-0.578125,-0.578125,-0.578125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_012,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_012,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_013,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_013,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_014,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_014,-0.09375,-0.09375,-0.09375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_015,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_015,-0.5625,-0.5625,-0.5625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_016,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_016,-0.46875,-0.46875,-0.46875,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_017,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_017,-0.484375,-0.484375,-0.484375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_018,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_018,-0.59375,-0.59375,-0.59375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_019,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240524_k12_019,-0.546875,-0.546875,-0.546875,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240524_k12_020,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
