basis_kind,effective_rank,explained_fraction,explained_sq,layer,n_rows,rank,residual_total_sq
centered_pca,32,0.9943614134142658,3024.54736328125,20,55,32,3041.6982421875
raw_pca,32,0.9950375468439566,3711.1103515625,20,55,32,3729.618408203125
centered_pca,32,0.9932657356154189,4709.08740234375,21,55,32,4741.0146484375
raw_pca,32,0.9938481293644774,5800.259765625,21,55,32,5836.1630859375
centered_pca,32,0.9948073964880303,5830.7978515625,22,55,32,5861.23291015625
raw_pca,32,0.9946338145825825,6543.9794921875,22,55,32,6579.28515625
centered_pca,32,0.9966529521244786,6269.90625,23,55,32,6290.96240234375
raw_pca,32,0.9963159067990158,7570.525390625,23,55,32,7598.51904296875
