active_count,benign_delta_abs_mean,benign_delta_abs_sum,feature_id,group,harm_delta_abs_mean,harm_delta_abs_sum,harm_donor_mean,harm_minus_benign_delta_mean,layer,layers,rank
38.0,0.07380022321428571,6.19921875,8873,all,0.8596222310126582,67.91015625,0.6083119066455697,0.7858220077983725,13,"12,13,14,15,16,17,18,19,20",10
69.0,0.36258370535714285,30.45703125,9328,all,0.854356210443038,67.494140625,1.776799841772152,0.49177250508589515,13,"12,13,14,15,16,17,18,19,20",11
78.0,0.3674432663690476,30.865234375,249,all,0.8256526898734177,65.2265625,5.749357199367089,0.45820942350437005,13,"12,13,14,15,16,17,18,19,20",12
12.0,0.05705915178571429,4.79296875,15501,all,0.7404568829113924,58.49609375,0.7404568829113924,0.6833977311256781,13,"12,13,14,15,16,17,18,19,20",13
48.0,0.21786644345238096,18.30078125,846,all,0.7301720727848101,57.68359375,1.3330943433544304,0.5123056293324292,13,"12,13,14,15,16,17,18,19,20",14
16.0,0.08486793154761904,7.12890625,12014,all,0.6976364715189873,55.11328125,0.03822191455696203,0.6127685399713683,13,"12,13,14,15,16,17,18,19,20",15
48.0,0.10114397321428571,8.49609375,6175,all,0.6767948971518988,53.466796875,1.173284216772152,0.5756509239376131,13,"12,13,14,15,16,17,18,19,20",16
15.0,0.028936476934523808,2.4306640625,5381,all,0.67578125,53.38671875,0.8696598101265823,0.6468447730654762,13,"12,13,14,15,16,17,18,19,20",17
58.0,0.20414806547619047,17.1484375,12395,all,0.6615160205696202,52.259765625,1.0824020965189873,0.45736795509342976,13,"12,13,14,15,16,17,18,19,20",18
90.0,0.21635509672619047,18.173828125,6915,all,0.6153950751582279,48.6162109375,1.4664631131329113,0.3990399784320374,13,"12,13,14,15,16,17,18,19,20",19
34.0,0.04873511904761905,4.09375,15537,all,0.610487539556962,48.228515625,0.41196103639240506,0.5617524205093429,13,"12,13,14,15,16,17,18,19,20",20
23.0,0.05075799851190476,4.263671875,6120,all,0.6075949367088608,48.0,0.7939576740506329,0.556836938196956,13,"12,13,14,15,16,17,18,19,20",21
27.0,0.07833426339285714,6.580078125,1441,all,0.5992138053797469,47.337890625,0.7660205696202531,0.5208795419868898,13,"12,13,14,15,16,17,18,19,20",22
73.0,0.16671316964285715,14.00390625,13176,all,0.5987935126582279,47.3046875,1.3610067246835442,0.43208034301537074,13,"12,13,14,15,16,17,18,19,20",23
56.0,0.38870675223214285,32.6513671875,15043,all,0.5975079113924051,47.203125,0.6546182753164557,0.20880115916026226,13,"12,13,14,15,16,17,18,19,20",24
91.0,0.35793340773809523,30.06640625,1589,all,0.5928599683544303,46.8359375,2.913098299050633,0.2349265606163351,13,"12,13,14,15,16,17,18,19,20",25
