harmful_attempted_refusal_rate,harmful_bad_attempt_rate,harmful_clean_generation_rate,harmful_ok_rate,harmful_unsafe_continuation_rate,model,n
0.8333333333333334,0.0,1.0,0.8333333333333334,0.08333333333333333,full_12_24,12
0.75,0.0,1.0,0.75,0.25,pca64_plus_full_20+21+22+23+24,12
