bundle,feature_ids,layer,selected_features
prompt_delta_top15,"3850,5355,6169,7965,8754,8775,9407,11414,12704,12963,13060,13854,13882,14991,15169",20,15
prompt_delta_top20,"3850,4326,4339,5355,6169,7965,8754,8775,9001,9024,9407,11414,12002,12704,12963,13060,13854,13882,14991,15169",20,20
prompt_delta_top25,"3850,4326,4339,5355,6169,7531,7965,8754,8775,9001,9024,9135,9149,9407,11414,11545,12002,12704,12963,13060,13622,13854,13882,14991,15169",20,25
prompt_delta_top30,"321,1338,3850,4326,4339,5355,5990,6169,7531,7965,8754,8775,9001,9024,9135,9149,9407,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,14991,15169",20,30
prompt_delta_top35,"321,1100,1338,1813,3224,3850,4326,4339,4989,5355,5990,6169,6289,7531,7965,8754,8775,9001,9024,9135,9149,9407,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,14991,15169",20,35
prompt_delta_top40,"321,1100,1338,1813,3224,3850,4162,4326,4339,4989,5355,5990,6169,6289,7531,7965,8569,8754,8775,9001,9024,9135,9149,9407,11343,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,13969,14991,15054,15169",20,40
prompt_delta_top45,"321,1100,1338,1813,3098,3224,3599,3850,4162,4326,4339,4989,5355,5990,6169,6289,7531,7965,8291,8569,8754,8775,9001,9024,9135,9149,9407,10341,11196,11343,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,13969,14991,15054,15169",20,45
prompt_delta_top50,"321,1100,1338,1813,3098,3224,3599,3850,4162,4326,4339,4844,4897,4989,5355,5990,6169,6289,7531,7965,8291,8569,8754,8775,9001,9024,9135,9149,9407,9940,9952,10341,11196,11343,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,13969,14991,15054,15169,15379",20,50
