condition,max_i_minus_it,mean_i_minus_it,min_i_minus_it,n,split,top_i_rate,top_it_rate
bundle_patch_random_top33_seed240525_k11_001,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_001,-0.59375,-0.59375,-0.59375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_002,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_002,-0.125,-0.125,-0.125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_003,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_003,-0.078125,-0.078125,-0.078125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_004,-3.9453125,-3.9453125,-3.9453125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_004,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_005,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_005,-0.140625,-0.140625,-0.140625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_006,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_006,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_007,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_007,-0.515625,-0.515625,-0.515625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_008,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_008,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_009,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_009,-0.171875,-0.171875,-0.171875,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_010,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_010,-0.578125,-0.578125,-0.578125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_011,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_011,-0.546875,-0.546875,-0.546875,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_012,-3.953125,-3.953125,-3.953125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_012,-0.15625,-0.15625,-0.15625,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_013,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_013,-0.578125,-0.578125,-0.578125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_014,-3.9453125,-3.9453125,-3.9453125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_014,-0.09375,-0.09375,-0.09375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_015,-3.96875,-3.96875,-3.96875,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_015,-0.546875,-0.546875,-0.546875,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_016,-3.953125,-3.953125,-3.953125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_016,-0.59375,-0.59375,-0.59375,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_017,-3.9765625,-3.9765625,-3.9765625,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_017,-0.578125,-0.578125,-0.578125,1,harmful,0.0,1.0
bundle_patch_random_top33_seed240525_k11_018,-3.9453125,-3.9453125,-3.9453125,1,benign,0.0,0.0
bundle_patch_random_top33_seed240525_k11_018,-0.53125,-0.53125,-0.53125,1,harmful,0.0,1.0
