bundle,feature_ids,layer,selected_features
l20_target_top50,"473,672,898,1170,1247,1278,1601,1759,1813,1862,2076,2305,2692,2749,3166,3248,3897,4324,5348,5739,5971,7211,7732,8394,8456,8468,8611,9461,9918,10209,10370,10590,10640,11287,11611,11694,12022,12872,12963,13621,13882,14053,14077,14211,14425,14729,15169,15247,15809,15832",20,50
l20_target_top100,"434,473,672,898,985,1170,1247,1278,1601,1759,1813,1862,2076,2305,2664,2692,2749,2766,2968,3166,3248,3897,4324,4467,4977,5348,5457,5573,5739,5835,5925,5939,5971,6093,6110,6117,6131,6245,6283,6332,6667,7119,7149,7211,7252,7449,7732,7939,8295,8367,8394,8425,8456,8468,8489,8558,8611,9021,9149,9461,9918,9928,10126,10209,10370,10590,10640,10770,11287,11545,11611,11694,11761,12022,12271,12872,12963,13043,13282,13425,13621,13882,14053,14077,14211,14230,14283,14425,14520,14729,14991,15029,15169,15247,15328,15389,15644,15809,15832,16211",20,100
l20_target_top200,"3,81,169,355,392,434,473,537,634,672,898,985,1134,1170,1200,1235,1247,1278,1279,1553,1555,1601,1759,1813,1857,1862,2076,2145,2305,2386,2399,2427,2499,2622,2664,2692,2734,2749,2766,2843,2949,2968,3056,3057,3109,3166,3248,3297,3356,3415,3478,3539,3590,3703,3755,3850,3897,4196,4253,4324,4467,4629,4882,4977,4996,5279,5326,5348,5457,5573,5598,5701,5739,5835,5850,5917,5925,5939,5971,6032,6093,6110,6117,6131,6245,6250,6283,6294,6332,6565,6667,6678,6934,7119,7149,7195,7211,7252,7289,7314,7449,7732,7939,8078,8282,8295,8367,8394,8425,8456,8468,8489,8558,8611,8857,9021,9149,9225,9329,9461,9498,9600,9626,9662,9918,9928,10097,10126,10169,10209,10370,10590,10640,10770,11083,11134,11287,11545,11611,11660,11693,11694,11761,11763,11836,11947,12022,12271,12280,12692,12727,12765,12844,12846,12872,12890,12963,13005,13034,13043,13084,13188,13217,13282,13425,13580,13621,13662,13829,13882,14053,14076,14077,14211,14230,14282,14283,14425,14520,14587,14729,14946,14991,15029,15167,15169,15247,15328,15355,15389,15607,15644,15691,15809,15832,15977,15978,16032,16211,16244",20,200
