bundle,feature_ids,layer,selected_features
random_seed240524_top33_k14_067,"1100,1813,5990,7531,8754,9024,9149,9407,12002,12704,13622,13854,14991,15169",20,14
random_seed240524_top33_k14_119,"1100,1813,3850,4339,7531,7965,8775,9149,12313,12704,12963,13622,14991,15169",20,14
