rank,layer,feature_id,abs_delta_sum,signed_delta_sum,donor_mean,recipient_mean,donor_active_fraction,recipient_active_fraction,token_count
1,20,14991,262.87933349609375,262.87933349609375,32.363660176595054,21.410354614257812,0.9166666666666666,0.75,24
2,20,1170,141.1045684814453,141.1045684814453,15.481213887532553,9.60185686747233,0.875,0.7083333333333334,24
3,20,12963,92.29342651367188,-42.90345764160156,15.114638010660807,16.90228271484375,0.9583333333333334,0.875,24
4,20,15169,92.09355163574219,74.92915344238281,31.099932352701824,27.977882385253906,0.9583333333333334,0.9583333333333334,24
5,20,7259,89.20906829833984,-88.06376647949219,1.9682207107543945,5.63754399617513,0.375,0.875,24
6,20,14889,71.08668518066406,-69.67498016357422,6.232660293579102,9.135784149169922,0.9166666666666666,1.0,24
7,20,13854,70.94129180908203,-62.19579315185547,1.0859931310017903,3.6774845123291016,0.25,0.625,24
8,20,2076,70.07275390625,69.10433959960938,6.76595942179362,3.8866122563680015,0.7916666666666666,0.625,24
9,20,8649,67.46977233886719,67.46977233886719,9.635579427083334,6.824338277180989,0.8333333333333334,0.7916666666666666,24
10,20,8468,67.3171615600586,67.3171615600586,12.707022349039713,9.902140935262045,0.9583333333333334,0.9166666666666666,24
11,20,6192,61.58565902709961,-52.60833740234375,0.9076504707336426,3.0996643702189126,0.20833333333333334,0.5833333333333334,24
12,20,2499,59.729129791259766,59.729129791259766,3.71927801767985,1.2305639584859211,0.6666666666666666,0.2916666666666667,24
13,20,4932,56.385284423828125,50.42011260986328,3.3085807164510093,1.207742691040039,0.625,0.25,24
14,20,15290,55.7692985534668,-41.61021423339844,6.111572901407878,7.8453318277994795,0.875,0.8333333333333334,24
15,20,14240,53.363433837890625,53.363433837890625,3.1703869501749673,0.946910540262858,0.7083333333333334,0.20833333333333334,24
16,20,11593,49.56294631958008,-47.41102600097656,3.7847925821940103,5.760252634684245,0.6666666666666666,0.9583333333333334,24
17,20,3850,48.36150360107422,48.36150360107422,7.426260630289714,5.4111982981363935,1.0,0.7916666666666666,24
18,20,11264,46.5060920715332,46.5060920715332,4.894998550415039,2.957244555155436,0.875,0.625,24
19,20,9952,46.0588264465332,44.35066223144531,7.792612711588542,5.944668451944987,0.9583333333333334,0.8333333333333334,24
