bundle,feature_ids,layer,selected_features
top33_positive_harmful_delta,"321,1100,1338,1813,3850,4339,6169,7531,7965,8754,8775,9001,9024,9135,12002,12313,12652,12963,13854,14991,15169",20,21
top33_negative_harmful_delta,"4326,5355,5990,6289,9149,9407,11414,11545,12704,13060,13622,13882",20,12
top33_nonzero_harmful_delta,"321,1100,1338,1813,3850,4326,4339,5355,5990,6169,6289,7531,7965,8754,8775,9001,9024,9135,9149,9407,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,14991,15169",20,33
