artifact_rate,clean_refusal_rate,keyword_refusal_rate,messy_refusal_rate,model,n,too_repetitive_rate
0.6666666666666666,0.08333333333333333,0.4166666666666667,0.3333333333333333,alpha_refusal_late_mlp_a1,12,0.08333333333333333
0.4166666666666667,0.25,0.5,0.25,alpha_refusal_late_mlp_attn_a1,12,0.25
0.08333333333333333,0.0,0.0,0.0,base,12,0.3333333333333333
0.0,0.0,1.0,1.0,expert_refusal,12,1.0
0.5,0.3333333333333333,0.9166666666666666,0.5833333333333334,merge_all_linear,12,0.16666666666666666
0.8333333333333334,0.0,0.0,0.0,merge_arith_polite,12,0.3333333333333333
0.0,0.0,1.0,1.0,merge_arith_refusal,12,1.0
