artifact_rate,clean_refusal_rate,contradiction_rate,keyword_refusal_rate,mean_repeat_ratio,mean_word_count,messy_refusal_rate,model,n,too_repetitive_rate
0.375,0.0,0.0,0.7083333333333334,0.3843201754385965,18.9375,0.7083333333333334,alpha_refusal_late_mlp_a1,48,0.7291666666666666
0.25,0.4166666666666667,0.0,0.7083333333333334,0.2889420520999469,18.6875,0.2916666666666667,alpha_refusal_late_mlp_attn_a1,48,0.4375
0.0,0.0,0.0,1.0,0.6476608187134503,20.5,1.0,expert_refusal,48,1.0
0.3541666666666667,0.4166666666666667,0.0,1.0,0.3090402623369922,19.375,0.5833333333333334,merge_all_linear,48,0.3333333333333333
0.4166666666666667,0.0,0.0,0.0,0.21486659356725143,13.104166666666666,0.0,merge_arith_polite,48,0.3333333333333333
0.0,0.0,0.0,1.0,0.6217714424951267,20.145833333333332,1.0,merge_arith_refusal,48,1.0
