alpha,max_i_minus_it,mean_i_minus_it,min_i_minus_it,n,split,top_i_rate,top_it_rate
0.75,0.671875,-3.7073567708333335,-6.9296875,24,benign,0.041666666666666664,0.2916666666666667
0.75,7.90625,4.109375,-4.3359375,24,harmful,0.9166666666666666,0.041666666666666664
1.0,1.546875,-3.52587890625,-7.125,24,benign,0.08333333333333333,0.2916666666666667
1.0,9.109375,5.868489583333333,-3.671875,24,harmful,0.9583333333333334,0.041666666666666664
