cosine,model_a,model_b,n_values,sign_agreement
0.9285366261136098,matrix,math_slerp,114235,0.6291735172271729
0.0002515328230433197,matrix,abliterated,114235,0.1888524889945984
-0.00017901591125433155,math_slerp,abliterated,114235,0.18547233939170837
