config,dict_size,explained_variance,hidden_size,l0,l1_coeff,layer,mean_abs_activation,mse,n_rows
d512_l1_0.0001,512,0.998734636456444,1536,209.84677124023438,0.0001,16,0.11191875487565994,2.9931827157270163e-05,372
d512_l1_0.0001,512,0.9987280977033155,1536,208.002685546875,0.0001,17,0.1375686526298523,4.4620806875173e-05,372
d512_l1_0.0001,512,0.9980309325132258,1536,206.69354248046875,0.0001,18,0.1545754224061966,8.678345329826698e-05,372
d512_l1_0.0001,512,0.9953080057207124,1536,202.4516143798828,0.0001,19,0.19357271492481232,0.00034039400634355843,372
d512_l1_0.0001,512,0.9980573609940565,1536,206.8736572265625,0.0001,20,0.2161346822977066,0.0001727663038764149,372
d512_l1_0.0001,512,0.9966399352639207,1536,204.98387145996094,0.0001,21,0.2794645130634308,0.00048307268298231065,372
d512_l1_0.0001,512,0.9977698006857952,1536,205.6989288330078,0.0001,22,0.3021586537361145,0.0003836053947452456,372
d512_l1_0.0001,512,0.9984689956671583,1536,205.09677124023438,0.0001,23,0.30727002024650574,0.000270765129243955,372
