abs_sum,coord,group,layer,mask,rank,sq_sum
24.98312259837985,1003,benign_account_recovery,21,all,1,14.487976658859424
24.96950376033783,281,benign_account_recovery,21,all,2,14.896235199994731
23.758730947971344,408,benign_account_recovery,21,all,3,15.665446668746998
22.584967084228992,463,benign_account_recovery,21,all,4,16.406884035304454
22.22008703649044,11,benign_account_recovery,21,all,5,11.274127585556624
19.844661198556423,580,benign_account_recovery,21,all,6,9.874646455844296
19.31386347860098,592,benign_account_recovery,21,all,7,12.603291446872737
19.239526722580194,469,benign_account_recovery,21,all,8,9.49700019039016
19.209310296922922,1513,benign_account_recovery,21,all,9,9.863617986815768
19.144020784646273,1062,benign_account_recovery,21,all,10,9.251375790501378
18.9035200253129,329,benign_account_recovery,21,all,11,9.322322088567407
18.818656605668366,1418,benign_account_recovery,21,all,12,8.894232678151075
18.738147594034672,1170,benign_account_recovery,21,all,13,10.367716802690886
18.642080046236515,865,benign_account_recovery,21,all,14,9.379726930980887
18.557704985141754,1149,benign_account_recovery,21,all,15,9.599008995056963
18.37802067399025,1421,benign_account_recovery,21,all,16,7.933620979147151
18.23644530773163,3,benign_account_recovery,21,all,17,11.220908370534078
17.93258260190487,264,benign_account_recovery,21,all,18,8.056595052273689
17.731159053742886,628,benign_account_recovery,21,all,19,10.867270278997172
17.630460679531097,597,benign_account_recovery,21,all,20,9.185734369594536
9.975241333246231,858,benign_account_recovery,21,target,1,8.916818785468166
9.891617625951767,608,benign_account_recovery,21,target,2,10.28433312732627
9.523723185062408,749,benign_account_recovery,21,target,3,8.339071710728238
9.344898037612438,374,benign_account_recovery,21,target,4,10.520806866992116
9.317780464887619,1033,benign_account_recovery,21,target,5,9.071407566117475
9.195468246936798,463,benign_account_recovery,21,target,6,10.255847053661869
9.071045219898224,592,benign_account_recovery,21,target,7,8.736748167292715
8.84787130355835,691,benign_account_recovery,21,target,8,8.80077483433108
8.440883070230484,434,benign_account_recovery,21,target,9,6.719225072914349
8.399762377142906,618,benign_account_recovery,21,target,10,8.03170388696656
8.320007145404816,281,benign_account_recovery,21,target,11,7.0900187817953215
8.1985884308815,408,benign_account_recovery,21,target,12,8.372216753126768
8.135913461446762,1481,benign_account_recovery,21,target,13,6.430035638053411
7.992044702172279,1489,benign_account_recovery,21,target,14,7.148952895092516
7.880932122468948,897,benign_account_recovery,21,target,15,7.089214293528202
7.865931212902069,201,benign_account_recovery,21,target,16,5.677026171723053
7.848783433437347,13,benign_account_recovery,21,target,17,6.699542695935525
7.739962264895439,1331,benign_account_recovery,21,target,18,6.540733087865836
7.728923350572586,628,benign_account_recovery,21,target,19,6.799899145422521
7.7264955043792725,1291,benign_account_recovery,21,target,20,6.362433649572987
23.07739745080471,32,benign_account_recovery,22,all,1,17.23013352985107
20.795156382024288,1291,benign_account_recovery,22,all,2,12.140654532816416
19.553659863770008,5,benign_account_recovery,22,all,3,11.658410314711645
18.770257152616978,408,benign_account_recovery,22,all,4,12.2892234569673
18.767707302235067,1127,benign_account_recovery,22,all,5,11.20670070814958
18.53069879859686,504,benign_account_recovery,22,all,6,13.238088413194264
18.476686138659716,1164,benign_account_recovery,22,all,7,11.80742792232217
18.203240782022476,1517,benign_account_recovery,22,all,8,13.492298137825978
18.184767700731754,585,benign_account_recovery,22,all,9,10.562159828242633
