a_energy_in_b_top1024,a_energy_in_b_top256,a_energy_in_b_top512,a_energy_in_b_top64,b_energy_in_a_top1024,b_energy_in_a_top256,b_energy_in_a_top512,b_energy_in_a_top64,group_a,group_b,layer,mask,mean_residual_cosine,top1024_jaccard,top256_jaccard,top512_jaccard,top64_jaccard
0.6823275457158852,0.18489679093055103,0.3542109439101888,0.04693996248920107,0.6808030028873041,0.18140865072946868,0.35663760299254144,0.04503694781934748,one_time_code,tracking_original,19,target,0.17634712159633636,0.5215453194650818,0.12280701754385964,0.2397094430992736,0.04065040650406504
0.7150388151491653,0.2017361554109049,0.3817068718528867,0.05967535283532833,0.7141156858683949,0.20843510030811158,0.3832779920445725,0.05814578941249508,permission_slip,tracking_original,19,target,0.5679593086242676,0.5753846153846154,0.17972350230414746,0.2832080200501253,0.07563025210084033
0.735166309710945,0.23205658267256324,0.4115120604254895,0.07335259934984145,0.7411149523546849,0.23538021320665,0.4178545974133041,0.07501435866505596,benign_account_recovery,benign_remove_tracking,20,all,0.8688113689422607,0.7009966777408638,0.5103244837758112,0.5036710719530103,0.47126436781609193
0.7232307016221049,0.21623364704909698,0.3965109977683601,0.06411895904528435,0.7189005889290648,0.2108382709362135,0.3891612655433649,0.0606461688829799,benign_account_recovery,one_time_code,20,all,0.7109394073486328,0.656957928802589,0.40273972602739727,0.44428772919605075,0.30612244897959184
0.7250561200237673,0.22144933700595318,0.39959771882483924,0.06857162750328381,0.728013640861061,0.22939677528378202,0.40880381840110736,0.07066499057217508,benign_account_recovery,permission_slip,20,all,0.8221698999404907,0.6842105263157895,0.45454545454545453,0.5058823529411764,0.391304347826087
0.7333299551414714,0.22435116479321857,0.4077331170122771,0.06841714305242794,0.7397147340886793,0.2367918651038336,0.4232175218326737,0.07734230826418256,benign_account_recovery,tracking_original,20,all,0.8412006497383118,0.695364238410596,0.45042492917847027,0.5192878338278932,0.3763440860215054
0.72226695388574,0.21685759477437228,0.3945161842048883,0.06518879645092221,0.7106022965233971,0.20501964170667938,0.38433905363267007,0.06084947528662894,benign_remove_tracking,one_time_code,20,all,0.6967083215713501,0.6423416198877305,0.3689839572192513,0.4222222222222222,0.28
0.7280541025363378,0.23116040464691076,0.40681992400530176,0.07227125239235464,0.7291170284082854,0.23214220233110308,0.41033228023904433,0.07504716912599373,benign_remove_tracking,permission_slip,20,all,0.8452065587043762,0.6650406504065041,0.4755043227665706,0.5103244837758112,0.43820224719101125
0.7583153490011643,0.248982461012237,0.4366183123607384,0.07721101466109624,0.7643527321423231,0.258578908183688,0.44911945272727066,0.08378449149612109,benign_remove_tracking,tracking_original,20,all,0.9487230777740479,0.7746967071057193,0.6050156739811913,0.6436597110754414,0.5421686746987951
0.7214669689829994,0.2089362681687856,0.3876840254475696,0.06618775291281058,0.7251923828054421,0.22209760068921958,0.40343371344104834,0.07111249808866525,one_time_code,permission_slip,20,all,0.7489745616912842,0.6650406504065041,0.3875338753387534,0.4463276836158192,0.4065934065934066
0.7087218559168256,0.20638272224917836,0.38301030484417187,0.058592681039984544,0.7251668872159304,0.22176433294442627,0.3981601424491253,0.07075846624130962,one_time_code,tracking_original,20,all,0.7158162593841553,0.6370903277378097,0.3617021276595745,0.4242002781641168,0.29292929292929293
0.739046481502204,0.2353447405125065,0.4149357326956315,0.07279632373644003,0.7402553779138615,0.24213180205880866,0.42281459678546107,0.07928259891237951,permission_slip,tracking_original,20,all,0.8584186434745789,0.6981757877280266,0.4586894586894587,0.5329341317365269,0.4222222222222222
0.7293380526630513,0.21853158558030458,0.40945978815254724,0.0629731646348432,0.734983817864476,0.2235908975945426,0.4073338979431218,0.06346532258258394,benign_account_recovery,benign_remove_tracking,20,target,0.6477816700935364,0.5962587685113017,0.22195704057279236,0.3350717079530639,0.10344827586206896
0.7005251254629009,0.1802158373486398,0.3615075422793337,0.04529573643241723,0.7028923641144085,0.18169954688080198,0.3683002258229888,0.04669594271803813,benign_account_recovery,one_time_code,20,target,0.23111245036125183,0.5479969765684052,0.10822510822510822,0.25953259532595324,0.024
0.7098989408725191,0.19350180012744278,0.37756300672696896,0.05073705291030063,0.7086680791846904,0.1885582120780203,0.368808838341998,0.049974575578208155,benign_account_recovery,permission_slip,20,target,0.4171774983406067,0.5538694992412747,0.13024282560706402,0.26732673267326734,0.05785123966942149
0.7155143829522341,0.19964814587678137,0.38260818144292524,0.05478759942937475,0.7209073825006229,0.20138730939747057,0.3796352702725787,0.052609006302299526,benign_account_recovery,tracking_original,20,target,0.4869353771209717,0.5753846153846154,0.1662870159453303,0.2784019975031211,0.06666666666666667
0.6980857875040053,0.18045355951973188,0.3494142150370029,0.047222266728951426,0.6934677234984448,0.18638079607705502,0.34793903509712204,0.05348451537826812,benign_remove_tracking,one_time_code,20,target,0.2126266360282898,0.5468277945619335,0.11062906724511931,0.2089728453364817,0.07563025210084033
0.724146287281969,0.20659348566294686,0.3861119223250336,0.061955166568612455,0.7153651970561186,0.21039750182349642,0.3861295488388857,0.061405009125644706,benign_remove_tracking,permission_slip,20,target,0.5352829694747925,0.5717574827321565,0.18793503480278423,0.2880503144654088,0.12280701754385964
