active_count,basis_end,basis_start,benign_delta_abs,feature_id,harm_delta_abs,harm_delta_abs_rank,harm_minus_benign_delta,layer
6.0,8,0,6.773843779228628e-05,16048,0.12003929913043976,850,0.11997155845165253,19
