benign_delta,benign_mean_high,benign_mean_low,feature_id,global_specificity_rank,harm_delta,harm_mean_high,harm_mean_low,harm_nonzero_high,harm_nonzero_low,high_alpha,layer,low_alpha,rank,rank_type,specificity
0.22310727834701538,0.5000917315483093,0.27698445320129395,4342,1,3.3876190185546875,15.656547546386719,12.268928527832031,0.662109375,0.599609375,0.75,17,0.25,1,harm_delta,3.1645116806030273
0.020364481955766678,0.027970584109425545,0.0076061030849814415,16011,2,2.7507781982421875,10.000457763671875,7.2496795654296875,0.4375,0.369140625,0.75,17,0.25,2,harm_delta,2.7304136753082275
0.034177765250205994,0.1852831393480301,0.1511053740978241,16332,3,1.6374130249023438,7.984527587890625,6.347114562988281,0.5390625,0.49609375,0.75,16,0.25,1,harm_delta,1.6032352447509766
0.1737402081489563,0.519256055355072,0.3455158472061157,10415,4,1.6331710815429688,6.399627685546875,4.766456604003906,0.435546875,0.36328125,0.75,18,0.25,1,harm_delta,1.4594309329986572
0.01181812584400177,0.038313355296850204,0.026495229452848434,11127,5,1.260894775390625,4.4236297607421875,3.1627349853515625,0.416015625,0.306640625,0.75,18,0.25,2,harm_delta,1.2490766048431396
0.1269187331199646,0.4196581542491913,0.2927394211292267,11128,6,1.3276214599609375,8.121604919433594,6.793983459472656,0.634765625,0.583984375,0.75,15,0.25,1,harm_delta,1.2007026672363281
0.029575824737548828,2.6209943294525146,2.591418504714966,3001,7,1.1872100830078125,4.702709197998047,3.5154991149902344,0.619140625,0.53125,0.75,14,0.25,1,harm_delta,1.1576342582702637
0.11234098672866821,0.812178909778595,0.6998379230499268,14425,8,1.2371826171875,6.080810546875,4.8436279296875,0.46875,0.427734375,0.75,20,0.25,2,harm_delta,1.1248416900634766
0.0,0.0,0.0,7189,9,1.116943359375,2.349609375,1.232666015625,0.23046875,0.142578125,0.75,18,0.25,4,harm_delta,1.116943359375
0.1127232164144516,0.29582008719444275,0.18309687077999115,11214,10,1.1392288208007812,5.233741760253906,4.094512939453125,0.546875,0.4765625,0.75,18,0.25,3,harm_delta,1.0265055894851685
0.4437377452850342,1.2984726428985596,0.8547348976135254,6340,11,1.44610595703125,5.028724670410156,3.5826187133789062,0.3203125,0.267578125,0.75,19,0.25,1,harm_delta,1.0023682117462158
0.047043174505233765,0.20641206204891205,0.15936888754367828,10585,12,1.0187606811523438,4.7214813232421875,3.7027206420898438,0.52734375,0.474609375,0.75,17,0.25,4,harm_delta,0.9717174768447876
0.4783506393432617,14.769645690917969,14.291295051574707,1170,13,1.3865814208984375,11.04833984375,9.661758422851562,0.720703125,0.69140625,0.75,20,0.25,1,harm_delta,0.9082307815551758
