condition,max_i_minus_it,mean_delta_vs_donor,mean_delta_vs_recipient,mean_i_minus_it,min_i_minus_it,n,split,top_i_rate,top_it_rate
donor_alpha,3.4375,0.0,0.057291666666666664,-3.9329427083333335,-7.0,12,benign,0.08333333333333333,0.3333333333333333
donor_alpha,7.703125,0.0,1.8561197916666667,6.085286458333333,1.59375,12,harmful,1.0,0.0
recipient_alpha,3.46875,-0.057291666666666664,0.0,-3.990234375,-7.125,12,benign,0.08333333333333333,0.25
recipient_alpha,6.0,-1.8561197916666667,0.0,4.229166666666667,0.359375,12,harmful,1.0,0.0
top3183_rank4000_abog_rank3201_boundary_partner_sweep,3.296875,0.384765625,0.4420572916666667,-3.5481770833333335,-6.578125,12,benign,0.0,0.25
top3183_rank4000_abog_rank3201_boundary_partner_sweep,4.25,-3.4134114583333335,-1.5572916666666667,2.671875,0.359375,12,harmful,1.0,0.0
top3183_rank4000_abog_rank3202_boundary_partner_sweep,3.296875,0.384765625,0.4420572916666667,-3.5481770833333335,-6.578125,12,benign,0.0,0.25
top3183_rank4000_abog_rank3202_boundary_partner_sweep,4.25,-3.4134114583333335,-1.5572916666666667,2.671875,0.359375,12,harmful,1.0,0.0
