abs_delta_gen_max,abs_delta_gen_mean,donor_gen_max,donor_gen_mean,donor_minus_recipient_gen_mean,feature_id,n,recipient_gen_max,recipient_gen_mean,recipient_minus_donor_gen_mean,source_model,split
0.4235191345214844,0.0026469945441931486,3.0581064224243164,0.019113164395093918,-0.0026469945441931486,5679,1,3.481625556945801,0.021760160103440285,0.0026469945441931486,top3184,harmful
0.0,0.0,0.0,0.0,0.0,6273,1,0.0,0.0,0.0,top3184,harmful
0.0709829330444336,0.00044364333734847605,3.1087534427642822,0.019429709762334824,-0.00044364333734847605,11494,1,3.179736375808716,0.019873352721333504,0.00044364333734847605,top3184,harmful
0.4235191345214844,0.0026469945441931486,3.0581064224243164,0.019113164395093918,-0.0026469945441931486,5679,1,3.481625556945801,0.021760160103440285,0.0026469945441931486,top3184_plus_rank3202,harmful
0.0,0.0,0.0,0.0,0.0,6273,1,0.0,0.0,0.0,top3184_plus_rank3202,harmful
0.0709829330444336,0.00044364333734847605,3.1087534427642822,0.019429709762334824,-0.00044364333734847605,11494,1,3.179736375808716,0.019873352721333504,0.00044364333734847605,top3184_plus_rank3202,harmful
0.4235191345214844,0.0026469945441931486,3.0581064224243164,0.019113164395093918,-0.0026469945441931486,5679,1,3.481625556945801,0.021760160103440285,0.0026469945441931486,top3185,harmful
0.0,0.0,0.0,0.0,0.0,6273,1,0.0,0.0,0.0,top3185,harmful
0.0709829330444336,0.00044364333734847605,3.1087534427642822,0.019429709762334824,-0.00044364333734847605,11494,1,3.179736375808716,0.019873352721333504,0.00044364333734847605,top3185,harmful
0.0,0.0,0.0,0.0,0.0,5679,1,0.0,0.0,0.0,top3185_plus_rank3202,harmful
0.04072093963623047,0.00025450586690567434,2.841041088104248,0.01775650680065155,0.00025450586690567434,6273,1,2.8003201484680176,0.01750200055539608,-0.00025450586690567434,top3185_plus_rank3202,harmful
0.14925861358642578,0.0009328663581982255,2.8327324390411377,0.01770457811653614,0.0009328663581982255,11494,1,2.683473825454712,0.01677171140909195,-0.0009328663581982255,top3185_plus_rank3202,harmful
