bundle,feature_ids,layer,selected_features
prompt_delta_top33,"1170,1813,2076,2499,2664,2714,3850,3863,4655,4932,5405,6169,6192,6860,7259,8468,8489,8649,9570,9952,10341,10510,10952,11264,11593,12963,13545,13854,14240,14889,14991,15169,15290",20,33
