model,n_values,sample_l2,sample_max_abs,sample_mean_abs
sjt,106260,1.650284684728831e-05,1.1444091796875e-05,1.329409027306383e-09
ko_merge,106260,0.15215571224689484,0.01116943359375,0.00023581724963150918
amadeus_ptbr,106260,1.4890384674072266,0.11328125,0.0013336988631635904
