cosine,model_a,model_b,n_values,sign_agreement
0.0005810570111970989,sjt,ko_merge,106260,0.0022896393202245235
-0.023323712356791055,sjt,amadeus_ptbr,106260,0.0012425860622897744
-0.002585004246243571,ko_merge,amadeus_ptbr,106260,0.2770119309425354
