rank,layer,feature_id,positive_alignment,signed_alignment,contribution_norm,feature_delta_abs,donor_mean,recipient_mean,active_fraction,token_count
190,20,7659,37.287376403808594,37.287376403808594,34.242103576660156,2.859375,0.214013671875,0.198876953125,0.025,160
191,20,4002,37.21821594238281,37.21821594238281,81.53913116455078,9.87109375,0.509619140625,0.4757080078125,0.075,160
192,20,6928,36.84638214111328,36.84638214111328,52.80876541137695,6.39453125,0.3300537109375,0.3279541015625,0.0875,160
193,20,13143,36.83671188354492,36.83671188354492,55.78098678588867,1.28125,0.3486328125,0.3529296875,0.01875,160
194,20,6565,36.82857131958008,36.82857131958008,39.96894836425781,2.921875,0.2498046875,0.23154296875,0.04375,160
195,20,4794,36.74156188964844,36.74156188964844,59.441383361816406,4.53515625,0.3715087890625,0.34453125,0.04375,160
196,20,13554,36.504173278808594,36.504173278808594,20.232473373413086,8.712890625,0.12645263671875,0.180126953125,0.03125,160
197,20,975,36.47142791748047,36.47142791748047,21.40241813659668,0.79296875,0.1337646484375,0.12880859375,0.0375,160
198,20,14574,36.400856018066406,36.400856018066406,27.68160057067871,0.505859375,0.17301025390625,0.1706298828125,0.04375,160
199,20,11029,36.18532943725586,36.18532943725586,24.515409469604492,0.78125,0.15322265625,0.14833984375,0.0375,160
200,20,1143,35.94992446899414,35.94992446899414,37.023136138916016,1.671875,0.231396484375,0.236376953125,0.03125,160
201,20,6240,35.74182891845703,35.74182891845703,16.65619659423828,2.978515625,0.1041015625,0.08607177734375,0.025,160
202,20,1757,35.71604537963867,35.71604537963867,18.896560668945312,3.490234375,0.11810302734375,0.102880859375,0.03125,160
203,20,10372,35.63045883178711,35.63045883178711,15.37897777557373,0.3984375,0.0961181640625,0.0957763671875,0.0125,160
204,20,3873,35.592201232910156,35.592201232910156,7.390612602233887,0.0859375,0.04619140625,0.046728515625,0.00625,160
205,20,4414,35.56597137451172,35.56597137451172,77.46923065185547,0.71875,0.4841796875,0.48359375,0.025,160
206,20,4137,35.37803649902344,35.37803649902344,62.59048843383789,3.654296875,0.39119873046875,0.37412109375,0.06875,160
207,20,7017,35.343509674072266,35.343509674072266,16.632972717285156,0.15625,0.103955078125,0.103564453125,0.01875,160
208,20,919,35.13490295410156,35.13490295410156,9.562458038330078,0.171875,0.059765625,0.05869140625,0.00625,160
209,20,8726,35.012184143066406,35.012184143066406,19.671709060668945,0.4609375,0.12294921875,0.120361328125,0.03125,160
210,20,9304,34.76211166381836,34.76211166381836,24.08635139465332,1.046875,0.150537109375,0.146826171875,0.0125,160
211,20,2842,34.74609375,34.74609375,62.945030212402344,7.515625,0.393408203125,0.353173828125,0.05625,160
212,20,4197,34.74211120605469,34.74211120605469,21.136547088623047,0.375,0.1321044921875,0.1305419921875,0.03125,160
213,20,6245,34.56629180908203,34.56629180908203,19.820024490356445,2.8125,0.123876953125,0.106298828125,0.01875,160
214,20,6638,34.37665557861328,34.37665557861328,19.827938079833984,0.390625,0.12392578125,0.121484375,0.025,160
215,20,5769,34.24195098876953,34.24195098876953,100.1151351928711,1.640625,0.625732421875,0.629541015625,0.0625,160
216,20,8473,34.2221565246582,34.2221565246582,12.30471134185791,0.09375,0.076904296875,0.077490234375,0.00625,160
217,20,2961,34.196903228759766,34.196903228759766,18.953033447265625,0.390625,0.11845703125,0.1208984375,0.025,160
218,20,10251,34.11841583251953,34.11841583251953,76.14092254638672,2.609375,0.47587890625,0.4619140625,0.05625,160
219,20,4640,34.04972457885742,34.04972457885742,22.105558395385742,0.2265625,0.1381591796875,0.1389892578125,0.025,160
220,20,8742,33.916908264160156,33.916908264160156,125.10106658935547,4.1484375,0.781884765625,0.790625,0.0625,160
221,20,14539,33.89234161376953,33.89234161376953,22.76555824279785,0.27734375,0.14228515625,0.1413818359375,0.03125,160
222,20,10159,33.683753967285156,33.683753967285156,25.476530075073242,3.26953125,0.159228515625,0.1755126953125,0.04375,160
223,20,8148,33.67575454711914,33.67575454711914,31.367420196533203,3.765625,0.196044921875,0.174462890625,0.05,160
224,20,12793,33.59248352050781,33.59248352050781,18.203142166137695,0.86328125,0.11376953125,0.1191650390625,0.025,160
225,20,6514,33.54216003417969,33.54216003417969,19.74209213256836,6.41015625,0.123388671875,0.1242431640625,0.0375,160
226,20,9904,33.33549880981445,33.33549880981445,15.257858276367188,6.5703125,0.095361328125,0.090869140625,0.025,160
