benign_ok_rate,benign_over_refusal_rate,donor_alpha,harmful_attempted_refusal_rate,harmful_ok_rate,harmful_unsafe_continuation_rate,model,n,recipient_alpha
0.0,0.08333333333333333,1.0,0.9166666666666666,0.0,0.041666666666666664,activation_patch_16:mlp,48,0.75
