act_rowcos_l0,act_rowcos_l10,act_rowcos_l15,act_rowcos_l20,act_rowcos_l25,act_rowcos_l29,act_rowcos_l5,act_rowcos_logits,base_loss,expert,expert_loss,loss_gap_closed_vs_base,loss_improvement_vs_base,sign_agree_all,sign_agree_l0,sign_agree_l10,sign_agree_l15,sign_agree_l20,sign_agree_l25,sign_agree_l29,sign_agree_l5,target_loss,target_model,task,weight_cos_all,weight_cos_l0,weight_cos_l10,weight_cos_l15,weight_cos_l20,weight_cos_l25,weight_cos_l29,weight_cos_l5
0.9999385476112366,0.9779605865478516,0.9139108061790466,0.8688802719116211,0.9461773633956909,0.8874480724334717,0.9860169887542725,0.9923568367958069,8.606549263000488,arith,1.0046685934066772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.606549263000488,base,arith,nan,nan,nan,nan,nan,nan,nan,nan
0.9999614953994751,0.9832348823547363,0.9356969594955444,0.8262113928794861,0.8687015771865845,0.6262652277946472,0.9967976808547974,0.8538568615913391,2.3438472747802734,polite,0.2572268545627594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3438472747802734,base,polite,nan,nan,nan,nan,nan,nan,nan,nan
0.9999473094940186,0.9749466180801392,0.905394434928894,0.8397738337516785,0.8944034576416016,0.6739064455032349,0.9959668517112732,0.9426734447479248,3.589616298675537,refusal,0.23511464893817902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.589616298675537,base,refusal,nan,nan,nan,nan,nan,nan,nan,nan
0.9999550580978394,0.9858573079109192,0.9606086015701294,0.9297870993614197,0.9600784182548523,0.9647955894470215,0.9911317229270935,0.9971358776092529,8.606549263000488,arith,1.0046685934066772,0.8283174398448204,6.296770334243774,0.5233346819877625,0.612930178642273,0.5234051942825317,0.5218162536621094,0.5463916063308716,0.5342925190925598,0.5820985436439514,0.5459516644477844,2.309778928756714,merge_all_linear,arith,0.535870368123487,0.6412186557444358,0.5221341043930386,0.49258154247958214,0.5243160210733969,0.5266650424873326,0.5846229687698744,0.5619686222788216
0.9999814033508301,0.9938910007476807,0.9805195331573486,0.9354873895645142,0.9517229199409485,0.9121739864349365,0.9990162253379822,0.9322097301483154,2.3438472747802734,polite,0.2572268545627594,0.9417811345204338,1.9651397466659546,0.5967387557029724,0.683901309967041,0.5955908298492432,0.6223785281181335,0.6321567296981812,0.5765181183815002,0.6351382732391357,0.6045429110527039,0.37870752811431885,merge_all_linear,polite,0.6636814278675809,0.7554671740698709,0.6464461270095445,0.6685831173290923,0.6795396030720274,0.6131469610476482,0.6795591734983989,0.6659212236400618
0.9999600648880005,0.982406497001648,0.931418776512146,0.8775860071182251,0.9465581178665161,0.8713940382003784,0.9975631833076477,0.9759854078292847,3.589616298675537,refusal,0.23511464893817902,0.9249463062051856,3.1027339100837708,0.6049543023109436,0.6558641791343689,0.6112547516822815,0.6399619579315186,0.6533340215682983,0.6135018467903137,0.6743908524513245,0.601755678653717,0.48688238859176636,merge_all_linear,refusal,0.6840428862645211,0.7275453360946006,0.6654107689701164,0.6958107444963607,0.7144057215223136,0.6605480680663638,0.7286977773343035,0.6532478991815028
0.9999715089797974,0.9934256672859192,0.9810804128646851,0.9618732929229736,0.9767346382141113,0.9757535457611084,0.9959132671356201,0.9979908466339111,8.606549263000488,arith,1.0046685934066772,0.9237562455114496,7.022284746170044,0.5505680441856384,0.6448119878768921,0.5452965497970581,0.5448023676872253,0.5682428479194641,0.5548200607299805,0.5956355333328247,0.5756986737251282,1.5842645168304443,merge_arith_polite,arith,0.6667258727201683,0.7366841981251364,0.6539858988320318,0.637049330186307,0.6597115763976784,0.6691924347383508,0.7042379265167895,0.6908920560972104
0.9999797940254211,0.9917021989822388,0.9821465015411377,0.946783185005188,0.9521187543869019,0.8754197359085083,0.9982361793518066,0.91637122631073,2.3438472747802734,polite,0.2572268545627594,0.9759355957348961,2.0364071428775787,0.6089152097702026,0.679602324962616,0.6101853847503662,0.6440353989601135,0.6670869588851929,0.6267585158348083,0.6618349552154541,0.6127281785011292,0.3074401319026947,merge_arith_polite,polite,0.7413173096860782,0.7876760947675695,0.7269693511630255,0.7513993012758083,0.7779006849358111,0.7469339092981908,0.7726436014086818,0.7310880063144704
0.9999170303344727,0.963738739490509,0.87996506690979,0.8380532264709473,0.919985294342041,0.8159871101379395,0.9945019483566284,0.9642128348350525,3.589616298675537,refusal,0.23511464893817902,0.01549531655334734,0.05197906494140625,0.37362366914749146,0.49065643548965454,0.3779618740081787,0.40305161476135254,0.4168362319469452,0.35317322611808777,0.43460652232170105,0.3860655725002289,3.537637233734131,merge_arith_polite,refusal,0.20391249964939262,0.39403718674181987,0.17065911613823304,0.19578573743390867,0.22420120837633017,0.09611041387264159,0.26986088574283496,0.188754511994082
0.999968409538269,0.9896856546401978,0.972658634185791,0.9520854353904724,0.9710954427719116,0.9725897312164307,0.9916397929191589,0.9978500604629517,8.606549263000488,arith,1.0046685934066772,0.9403959720552856,7.148777961730957,0.5381444692611694,0.642169713973999,0.5488529205322266,0.5393993258476257,0.5497597455978394,0.5241485238075256,0.5780084133148193,0.5656449794769287,1.4577713012695312,merge_arith_refusal,arith,0.6448144212483218,0.7279169820511344,0.6498894966740246,0.6258904782947862,0.627278833767161,0.6227126886002388,0.6795960268272674,0.6674367103201339
0.9999591708183289,0.9846653342247009,0.9557028412818909,0.8822841644287109,0.9129705429077148,0.8130614757537842,0.9978957176208496,0.8938843011856079,2.3438472747802734,polite,0.2572268545627594,0.27515246903740254,0.5741387605667114,0.38283854722976685,0.49441346526145935,0.37573185563087463,0.4019637405872345,0.42916160821914673,0.3681829571723938,0.44522625207901,0.3930831253528595,1.769708514213562,merge_arith_refusal,polite,0.21602253291963688,0.4145232538354324,0.16160612552879514,0.19209777754470322,0.23377048546965254,0.11907735506516585,0.26913085144441756,0.2190268338556998
0.9999654293060303,0.981120228767395,0.9442872405052185,0.9008479118347168,0.9538699388504028,0.8840069770812988,0.9976527094841003,0.9736764430999756,3.589616298675537,refusal,0.23511464893817902,0.976067298754853,3.274219363927841,0.6196330189704895,0.6555320024490356,0.6241888403892517,0.6582427024841309,0.6870192885398865,0.6593827605247498,0.7023181915283203,0.6049301624298096,0.3153969347476959,merge_arith_refusal,refusal,0.7565757940665492,0.7708609373024893,0.7422698471972158,0.7712195008357101,0.8001934690009036,0.7708270388898671,0.8032602682697945,0.7220349672927754
0.9999000430107117,0.9657900929450989,0.8946782350540161,0.8327516913414001,0.911433219909668,0.8790442943572998,0.9846314191818237,0.992216944694519,8.606549263000488,arith,1.0046685934066772,0.21910584823578694,1.665616512298584,0.35885998606681824,0.4589098393917084,0.35646572709083557,0.37183159589767456,0.39959245920181274,0.359633207321167,0.4235575199127197,0.3671543002128601,6.940932750701904,merge_polite_refusal,arith,0.13600988339149794,0.29285032272787764,0.08530018642165539,0.08384392003582684,0.1520658392257382,0.10542757520655238,0.21171476286728905,0.1196843775046051
0.9999845027923584,0.9958202242851257,0.9815373420715332,0.9034191370010376,0.9458489418029785,0.9244219660758972,0.9992644786834717,0.9617286324501038,2.3438472747802734,polite,0.2572268545627594,0.9809448677713776,2.0468595921993256,0.6089136004447937,0.7039092183113098,0.6153343319892883,0.6370283365249634,0.6349219679832458,0.5678731799125671,0.6287915110588074,0.6229843497276306,0.2969876825809479,merge_polite_refusal,polite,0.7317179508334382,0.8122731072688769,0.7309839285820238,0.7438151803978466,0.7393877176267569,0.6826953292785071,0.7458309334657703,0.7424550406087791
0.9999792575836182,0.9924752116203308,0.9686610102653503,0.9005765318870544,0.9568377733230591,0.8874287605285645,0.9990260601043701,0.9814132452011108,3.589616298675537,refusal,0.23511464893817902,0.9728427947812601,3.263402760028839,0.6261157989501953,0.6859767436981201,0.6283975839614868,0.6570394039154053,0.6703699827194214,0.6266744136810303,0.6854653358459473,0.6288617849349976,0.326213538646698,merge_polite_refusal,refusal,0.7622727652459473,0.8011228326079277,0.7473677669528632,0.7696506190318312,0.7819396251724008,0.7422841746380432,0.7954894240325827,0.7497318472587942
