bundle,feature_ids,layer,selected_features
core_pair_14991_15169,"14991,15169",20,2
broad_backbone_14991_15169_1813,"1813,14991,15169",20,3
broad_backbone_plus_7531,"1813,7531,14991,15169",20,4
broad_rank_le100_pass_features,"1813,7531,14991,15169",20,4
broad_rank_le500_pass_features,"1338,1813,7531,8754,9135,12652,14991,15169",20,8
common_intersection9,"1813,8754,9135,9149,12652,12704,13622,14991,15169",20,9
all_pass_union14,"1338,1813,6289,7531,8754,8775,9135,9149,9407,12652,12704,13622,14991,15169",20,14
