bundle,feature_ids,layer,selected_features
critical12_plus_rank003_rank030,"1338,4326,4339,6289,8775,9135,12313,12652,12704,12963,13060,13622,14991,15169",20,14
critical12_plus_rank003_rank031,"1338,1813,4326,4339,6289,8775,9135,12652,12704,12963,13060,13622,14991,15169",20,14
critical12_plus_rank003_rank032,"1100,1338,4326,4339,6289,8775,9135,12652,12704,12963,13060,13622,14991,15169",20,14
critical12_plus_rank004_rank005,"1338,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank004_rank006,"1338,4326,4339,6169,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank008,"1338,4326,4339,5355,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank010,"1338,4326,4339,6169,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank011,"1338,3850,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank012,"1338,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank004_rank013,"1338,4326,4339,6169,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank015,"1338,4326,4339,6169,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank017,"1338,4326,4339,6169,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank018,"1338,4326,4339,6169,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank019,"1338,4326,4339,6169,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank021,"1338,4326,4339,6169,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank022,"1338,4326,4339,6169,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank023,"1338,4326,4339,6169,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank026,"1338,4326,4339,5990,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank029,"321,1338,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank030,"1338,4326,4339,6169,6289,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank031,"1338,1813,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank004_rank032,"1100,1338,4326,4339,6169,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank005_rank006,"1338,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank008,"1338,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank010,"1338,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank011,"1338,3850,4326,4339,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank012,"1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,13854,13882,14991,15169",20,14
critical12_plus_rank005_rank013,"1338,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank015,"1338,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank017,"1338,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank018,"1338,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank019,"1338,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank021,"1338,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank022,"1338,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank023,"1338,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank026,"1338,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank029,"321,1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank030,"1338,4326,4339,6289,8775,9135,12313,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank031,"1338,1813,4326,4339,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank005_rank032,"1100,1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,13882,14991,15169",20,14
critical12_plus_rank006_rank008,"1338,4326,4339,5355,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank010,"1338,4326,4339,6289,8754,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank011,"1338,3850,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank012,"1338,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank006_rank013,"1338,4326,4339,6289,7965,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank015,"1338,4326,4339,6289,8775,9135,9407,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank017,"1338,4326,4339,6289,8775,9135,9407,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank018,"1338,4326,4339,6289,8775,9001,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank019,"1338,4326,4339,6289,8775,9024,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank021,"1338,4326,4339,6289,8775,9135,9407,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank022,"1338,4326,4339,6289,8775,9135,9149,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank023,"1338,4326,4339,6289,7531,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank026,"1338,4326,4339,5990,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank029,"321,1338,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank030,"1338,4326,4339,6289,8775,9135,9407,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank031,"1338,1813,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank006_rank032,"1100,1338,4326,4339,6289,8775,9135,9407,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank010,"1338,4326,4339,5355,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank011,"1338,3850,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank012,"1338,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank008_rank013,"1338,4326,4339,5355,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank015,"1338,4326,4339,5355,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank017,"1338,4326,4339,5355,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank018,"1338,4326,4339,5355,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank019,"1338,4326,4339,5355,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank021,"1338,4326,4339,5355,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank022,"1338,4326,4339,5355,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank023,"1338,4326,4339,5355,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank026,"1338,4326,4339,5355,5990,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank029,"321,1338,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank030,"1338,4326,4339,5355,6289,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank031,"1338,1813,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank008_rank032,"1100,1338,4326,4339,5355,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank011,"1338,3850,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank012,"1338,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank010_rank013,"1338,4326,4339,6289,7965,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank015,"1338,4326,4339,6289,8754,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank017,"1338,4326,4339,6289,8754,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank018,"1338,4326,4339,6289,8754,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank019,"1338,4326,4339,6289,8754,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank021,"1338,4326,4339,6289,8754,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank022,"1338,4326,4339,6289,8754,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank023,"1338,4326,4339,6289,7531,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank026,"1338,4326,4339,5990,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank029,"321,1338,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank030,"1338,4326,4339,6289,8754,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank031,"1338,1813,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank010_rank032,"1100,1338,4326,4339,6289,8754,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank012,"1338,3850,4326,4339,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank011_rank013,"1338,3850,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank015,"1338,3850,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank017,"1338,3850,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank018,"1338,3850,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank019,"1338,3850,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank021,"1338,3850,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank022,"1338,3850,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank023,"1338,3850,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank026,"1338,3850,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank029,"321,1338,3850,4326,4339,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank030,"1338,3850,4326,4339,6289,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank031,"1338,1813,3850,4326,4339,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank011_rank032,"1100,1338,3850,4326,4339,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank012_rank013,"1338,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank015,"1338,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank017,"1338,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank018,"1338,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank019,"1338,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank021,"1338,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank022,"1338,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank023,"1338,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank026,"1338,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank029,"321,1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank030,"1338,4326,4339,6289,8775,9135,12313,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank031,"1338,1813,4326,4339,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank012_rank032,"1100,1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,13854,14991,15169",20,14
critical12_plus_rank013_rank015,"1338,4326,4339,6289,7965,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank017,"1338,4326,4339,6289,7965,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank018,"1338,4326,4339,6289,7965,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank019,"1338,4326,4339,6289,7965,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank021,"1338,4326,4339,6289,7965,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank022,"1338,4326,4339,6289,7965,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank023,"1338,4326,4339,6289,7531,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank026,"1338,4326,4339,5990,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank029,"321,1338,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank030,"1338,4326,4339,6289,7965,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank031,"1338,1813,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank013_rank032,"1100,1338,4326,4339,6289,7965,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank017,"1338,4326,4339,6289,8775,9135,11414,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank018,"1338,4326,4339,6289,8775,9001,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank019,"1338,4326,4339,6289,8775,9024,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank021,"1338,4326,4339,6289,8775,9135,11414,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank022,"1338,4326,4339,6289,8775,9135,9149,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank023,"1338,4326,4339,6289,7531,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank026,"1338,4326,4339,5990,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank029,"321,1338,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank030,"1338,4326,4339,6289,8775,9135,11414,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank031,"1338,1813,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank015_rank032,"1100,1338,4326,4339,6289,8775,9135,11414,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank018,"1338,4326,4339,6289,8775,9001,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank019,"1338,4326,4339,6289,8775,9024,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank021,"1338,4326,4339,6289,8775,9135,11545,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank022,"1338,4326,4339,6289,8775,9135,9149,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank023,"1338,4326,4339,6289,7531,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank026,"1338,4326,4339,5990,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank029,"321,1338,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank030,"1338,4326,4339,6289,8775,9135,12002,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank031,"1338,1813,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank017_rank032,"1100,1338,4326,4339,6289,8775,9135,12002,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank019,"1338,4326,4339,6289,8775,9001,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank021,"1338,4326,4339,6289,8775,9001,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank022,"1338,4326,4339,6289,8775,9001,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank023,"1338,4326,4339,6289,7531,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank026,"1338,4326,4339,5990,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank029,"321,1338,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank030,"1338,4326,4339,6289,8775,9001,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank031,"1338,1813,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank018_rank032,"1100,1338,4326,4339,6289,8775,9001,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank021,"1338,4326,4339,6289,8775,9024,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank022,"1338,4326,4339,6289,8775,9024,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank023,"1338,4326,4339,6289,7531,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank026,"1338,4326,4339,5990,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank029,"321,1338,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank030,"1338,4326,4339,6289,8775,9024,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank031,"1338,1813,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank019_rank032,"1100,1338,4326,4339,6289,8775,9024,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank022,"1338,4326,4339,6289,8775,9135,9149,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank023,"1338,4326,4339,6289,7531,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank026,"1338,4326,4339,5990,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank029,"321,1338,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank030,"1338,4326,4339,6289,8775,9135,11545,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank031,"1338,1813,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank021_rank032,"1100,1338,4326,4339,6289,8775,9135,11545,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank023,"1338,4326,4339,6289,7531,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank026,"1338,4326,4339,5990,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank029,"321,1338,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank030,"1338,4326,4339,6289,8775,9135,9149,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank031,"1338,1813,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank022_rank032,"1100,1338,4326,4339,6289,8775,9135,9149,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank023_rank026,"1338,4326,4339,5990,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank023_rank029,"321,1338,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank023_rank030,"1338,4326,4339,6289,7531,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank023_rank031,"1338,1813,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank023_rank032,"1100,1338,4326,4339,6289,7531,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank026_rank029,"321,1338,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank026_rank030,"1338,4326,4339,5990,6289,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank026_rank031,"1338,1813,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank026_rank032,"1100,1338,4326,4339,5990,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank029_rank030,"321,1338,4326,4339,6289,8775,9135,12313,12652,12704,12963,13622,14991,15169",20,14
critical12_plus_rank029_rank031,"321,1338,1813,4326,4339,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,14
