donor_acc,donor_expert,eval_domain,module,patch_gain_vs_target,patch_gap_closed_vs_donor,patched_acc,target_acc,target_model
0.9573333333333334,rotate25,rotate25,fc1,0.07033333333333336,0.8146718146718146,0.9413333333333334,0.871,good_linear_taskavg
0.9573333333333334,rotate25,rotate25,fc2,0.007333333333333303,0.08494208494208455,0.8783333333333333,0.871,good_linear_taskavg
0.973,clean,clean,all,0.009333333333333194,1.0,0.973,0.9636666666666668,good_soup
0.973,clean,clean,conv1,-1.1102230246251565e-16,-1.189524669241257e-14,0.9636666666666667,0.9636666666666668,good_soup
0.973,clean,clean,conv2,0.0033333333333331883,0.35714285714284694,0.967,0.9636666666666668,good_soup
0.973,clean,clean,fc1,0.006333333333333191,0.6785714285714235,0.97,0.9636666666666668,good_soup
0.973,clean,clean,fc2,-1.1102230246251565e-16,-1.189524669241257e-14,0.9636666666666667,0.9636666666666668,good_soup
0.9426666666666668,invert,invert,all,0.677,0.9999999999999999,0.9426666666666667,0.2656666666666666,good_soup
0.9426666666666668,invert,invert,conv1,0.03966666666666674,0.05859182668636149,0.30533333333333335,0.2656666666666666,good_soup
0.9426666666666668,invert,invert,conv2,0.385,0.5686853766617429,0.6506666666666666,0.2656666666666666,good_soup
0.9426666666666668,invert,invert,fc1,0.544,0.8035450516986705,0.8096666666666666,0.2656666666666666,good_soup
0.9426666666666668,invert,invert,fc2,0.036666666666666736,0.05416051206302323,0.30233333333333334,0.2656666666666666,good_soup
0.8946666666666667,labelperm,labelperm_task,all,0.8916666666666667,1.0,0.8946666666666667,0.003,good_soup
0.8946666666666667,labelperm,labelperm_task,conv1,0.0,0.0,0.003,0.003,good_soup
0.8946666666666667,labelperm,labelperm_task,conv2,0.0003333333333333335,0.0003738317757009347,0.0033333333333333335,0.003,good_soup
0.8946666666666667,labelperm,labelperm_task,fc1,0.7366666666666667,0.8261682242990654,0.7396666666666667,0.003,good_soup
0.8946666666666667,labelperm,labelperm_task,fc2,0.009999999999999998,0.011214953271028035,0.013,0.003,good_soup
0.918,noise,noise,all,0.3373333333333334,1.0,0.918,0.5806666666666667,good_soup
0.918,noise,noise,conv1,0.03533333333333333,0.10474308300395253,0.616,0.5806666666666667,good_soup
0.918,noise,noise,conv2,0.251,0.7440711462450592,0.8316666666666667,0.5806666666666667,good_soup
0.918,noise,noise,fc1,0.20399999999999996,0.6047430830039524,0.7846666666666666,0.5806666666666667,good_soup
0.918,noise,noise,fc2,0.042333333333333334,0.12549407114624506,0.623,0.5806666666666667,good_soup
0.9573333333333334,rotate25,rotate25,all,0.08633333333333337,1.0,0.9573333333333334,0.871,good_soup
0.9573333333333334,rotate25,rotate25,conv1,0.005333333333333301,0.061776061776061375,0.8763333333333333,0.871,good_soup
0.9573333333333334,rotate25,rotate25,conv2,0.039000000000000035,0.45173745173745194,0.91,0.871,good_soup
0.9573333333333334,rotate25,rotate25,fc1,0.07033333333333336,0.8146718146718146,0.9413333333333334,0.871,good_soup
0.9573333333333334,rotate25,rotate25,fc2,0.007333333333333303,0.08494208494208455,0.8783333333333333,0.871,good_soup
0.973,clean,clean,all,0.029000000000000026,1.0,0.973,0.944,good_ties_keep20
0.973,clean,clean,conv1,0.0016666666666667052,0.05747126436781737,0.9456666666666667,0.944,good_ties_keep20
0.973,clean,clean,conv2,0.01666666666666672,0.5747126436781622,0.9606666666666667,0.944,good_ties_keep20
0.973,clean,clean,fc1,0.02400000000000002,0.8275862068965517,0.968,0.944,good_ties_keep20
0.973,clean,clean,fc2,0.0020000000000000018,0.06896551724137931,0.946,0.944,good_ties_keep20
0.9426666666666668,invert,invert,all,0.7096666666666667,0.9999999999999999,0.9426666666666667,0.233,good_ties_keep20
0.9426666666666668,invert,invert,conv1,0.06199999999999997,0.0873649600751526,0.295,0.233,good_ties_keep20
0.9426666666666668,invert,invert,conv2,0.29066666666666663,0.4095819633630811,0.5236666666666666,0.233,good_ties_keep20
0.9426666666666668,invert,invert,fc1,0.41133333333333333,0.579614842649131,0.6443333333333333,0.233,good_ties_keep20
0.9426666666666668,invert,invert,fc2,0.022333333333333344,0.031470173790511986,0.25533333333333336,0.233,good_ties_keep20
0.8946666666666667,labelperm,labelperm_task,all,0.8900000000000001,1.0,0.8946666666666667,0.0046666666666666,good_ties_keep20
0.8946666666666667,labelperm,labelperm_task,conv1,-0.00033333333333326713,-0.0003745318352059181,0.004333333333333333,0.0046666666666666,good_ties_keep20
0.8946666666666667,labelperm,labelperm_task,conv2,-0.0013333333333332667,-0.001498127340823895,0.0033333333333333335,0.0046666666666666,good_ties_keep20
0.8946666666666667,labelperm,labelperm_task,fc1,0.7086666666666668,0.7962546816479401,0.7133333333333334,0.0046666666666666,good_ties_keep20
0.8946666666666667,labelperm,labelperm_task,fc2,0.0113333333333334,0.012734082397003818,0.016,0.0046666666666666,good_ties_keep20
0.918,noise,noise,all,0.49900000000000005,1.0,0.918,0.419,good_ties_keep20
0.918,noise,noise,conv1,0.030333333333333323,0.060788243152972585,0.4493333333333333,0.419,good_ties_keep20
0.918,noise,noise,conv2,0.3343333333333333,0.67000668002672,0.7533333333333333,0.419,good_ties_keep20
0.918,noise,noise,fc1,0.328,0.657314629258517,0.747,0.419,good_ties_keep20
0.918,noise,noise,fc2,0.05499999999999999,0.1102204408817635,0.474,0.419,good_ties_keep20
0.9573333333333334,rotate25,rotate25,all,0.1103333333333334,1.0,0.9573333333333334,0.847,good_ties_keep20
0.9573333333333334,rotate25,rotate25,conv1,0.009333333333333305,0.08459214501510544,0.8563333333333333,0.847,good_ties_keep20
0.9573333333333334,rotate25,rotate25,conv2,0.06166666666666665,0.5589123867069482,0.9086666666666666,0.847,good_ties_keep20
0.9573333333333334,rotate25,rotate25,fc1,0.09433333333333338,0.8549848942598187,0.9413333333333334,0.847,good_ties_keep20
0.9573333333333334,rotate25,rotate25,fc2,0.003666666666666707,0.03323262839879189,0.8506666666666667,0.847,good_ties_keep20
0.973,clean,clean,all,0.014666666666666606,1.0,0.973,0.9583333333333334,with_labelperm_dare_drop80
0.973,clean,clean,conv1,-0.0006666666666667043,-0.04545454545454821,0.9576666666666667,0.9583333333333334,with_labelperm_dare_drop80
0.973,clean,clean,conv2,0.0033333333333332993,0.2272727272727259,0.9616666666666667,0.9583333333333334,with_labelperm_dare_drop80
0.973,clean,clean,fc1,0.013666666666666605,0.9318181818181814,0.972,0.9583333333333334,with_labelperm_dare_drop80
0.973,clean,clean,fc2,0.0006666666666665932,0.04545454545454064,0.959,0.9583333333333334,with_labelperm_dare_drop80
0.9426666666666668,invert,invert,all,0.6333333333333333,0.9999999999999997,0.9426666666666667,0.3093333333333333,with_labelperm_dare_drop80
0.9426666666666668,invert,invert,conv1,0.029000000000000026,0.045789473684210553,0.3383333333333333,0.3093333333333333,with_labelperm_dare_drop80
0.9426666666666668,invert,invert,conv2,0.25433333333333336,0.401578947368421,0.5636666666666666,0.3093333333333333,with_labelperm_dare_drop80
0.9426666666666668,invert,invert,fc1,0.4616666666666667,0.7289473684210525,0.771,0.3093333333333333,with_labelperm_dare_drop80
0.9426666666666668,invert,invert,fc2,0.026666666666666727,0.04210526315789482,0.336,0.3093333333333333,with_labelperm_dare_drop80
0.8946666666666667,labelperm,labelperm_task,all,0.8900000000000001,1.0,0.8946666666666667,0.0046666666666666,with_labelperm_dare_drop80
0.8946666666666667,labelperm,labelperm_task,conv1,6.678685382510707e-17,7.504140879225513e-17,0.004666666666666667,0.0046666666666666,with_labelperm_dare_drop80
0.8946666666666667,labelperm,labelperm_task,conv2,0.001666666666666733,0.0018726591760300367,0.006333333333333333,0.0046666666666666,with_labelperm_dare_drop80
0.8946666666666667,labelperm,labelperm_task,fc1,0.7796666666666667,0.8760299625468164,0.7843333333333333,0.0046666666666666,with_labelperm_dare_drop80
0.8946666666666667,labelperm,labelperm_task,fc2,0.013333333333333398,0.014981273408239772,0.018,0.0046666666666666,with_labelperm_dare_drop80
0.918,noise,noise,all,0.3473333333333334,1.0,0.918,0.5706666666666667,with_labelperm_dare_drop80
0.918,noise,noise,conv1,0.036666666666666625,0.10556621880998067,0.6073333333333333,0.5706666666666667,with_labelperm_dare_drop80
0.918,noise,noise,conv2,0.2423333333333333,0.6976967370441457,0.813,0.5706666666666667,with_labelperm_dare_drop80
0.918,noise,noise,fc1,0.22799999999999998,0.656429942418426,0.7986666666666666,0.5706666666666667,with_labelperm_dare_drop80
0.918,noise,noise,fc2,0.021666666666666723,0.06238003838771609,0.5923333333333334,0.5706666666666667,with_labelperm_dare_drop80
0.9573333333333334,rotate25,rotate25,all,0.1193333333333334,1.0,0.9573333333333334,0.838,with_labelperm_dare_drop80
0.9573333333333334,rotate25,rotate25,conv1,0.0010000000000000009,0.008379888268156428,0.839,0.838,with_labelperm_dare_drop80
0.9573333333333334,rotate25,rotate25,conv2,0.03400000000000003,0.2849162011173185,0.872,0.838,with_labelperm_dare_drop80
0.9573333333333334,rotate25,rotate25,fc1,0.10466666666666669,0.8770949720670388,0.9426666666666667,0.838,with_labelperm_dare_drop80
0.9573333333333334,rotate25,rotate25,fc2,0.011333333333333417,0.0949720670391068,0.8493333333333334,0.838,with_labelperm_dare_drop80
0.973,clean,clean,all,0.014666666666666606,1.0,0.973,0.9583333333333334,with_labelperm_della_like
0.973,clean,clean,conv1,0.0003333333333332966,0.02272727272727032,0.9586666666666667,0.9583333333333334,with_labelperm_della_like
0.973,clean,clean,conv2,0.004666666666666597,0.31818181818181474,0.963,0.9583333333333334,with_labelperm_della_like
0.973,clean,clean,fc1,0.014333333333333309,0.9772727272727297,0.9726666666666667,0.9583333333333334,with_labelperm_della_like
0.973,clean,clean,fc2,0.0010000000000000009,0.06818181818181852,0.9593333333333334,0.9583333333333334,with_labelperm_della_like
0.9426666666666668,invert,invert,all,0.6406666666666667,1.0,0.9426666666666667,0.302,with_labelperm_della_like
0.9426666666666668,invert,invert,conv1,0.031666666666666676,0.0494276795005203,0.33366666666666667,0.302,with_labelperm_della_like
0.9426666666666668,invert,invert,conv2,0.23166666666666663,0.3616024973985431,0.5336666666666666,0.302,with_labelperm_della_like
0.9426666666666668,invert,invert,fc1,0.48666666666666664,0.7596253902185223,0.7886666666666666,0.302,with_labelperm_della_like
0.9426666666666668,invert,invert,fc2,0.03866666666666668,0.06035379812695111,0.3406666666666667,0.302,with_labelperm_della_like
0.8946666666666667,labelperm,labelperm_task,all,0.8890000000000001,1.0,0.8946666666666667,0.0056666666666666,with_labelperm_della_like
0.8946666666666667,labelperm,labelperm_task,conv1,6.678685382510707e-17,7.512581982576723e-17,0.005666666666666667,0.0056666666666666,with_labelperm_della_like
0.8946666666666667,labelperm,labelperm_task,conv2,0.003000000000000066,0.0033745781777278576,0.008666666666666666,0.0056666666666666,with_labelperm_della_like
0.8946666666666667,labelperm,labelperm_task,fc1,0.7806666666666667,0.8781402324709411,0.7863333333333333,0.0056666666666666,with_labelperm_della_like
0.8946666666666667,labelperm,labelperm_task,fc2,0.013666666666666733,0.015373078365204422,0.019333333333333334,0.0056666666666666,with_labelperm_della_like
0.918,noise,noise,all,0.365,1.0,0.918,0.553,with_labelperm_della_like
0.918,noise,noise,conv1,0.03733333333333333,0.10228310502283104,0.5903333333333334,0.553,with_labelperm_della_like
0.918,noise,noise,conv2,0.2586666666666666,0.7086757990867578,0.8116666666666666,0.553,with_labelperm_della_like
0.918,noise,noise,fc1,0.247,0.6767123287671233,0.8,0.553,with_labelperm_della_like
0.918,noise,noise,fc2,0.03199999999999992,0.08767123287671211,0.585,0.553,with_labelperm_della_like
0.9573333333333334,rotate25,rotate25,all,0.1266666666666667,1.0,0.9573333333333334,0.8306666666666667,with_labelperm_della_like
0.9573333333333334,rotate25,rotate25,conv1,0.00666666666666671,0.052631578947368744,0.8373333333333334,0.8306666666666667,with_labelperm_della_like
0.9573333333333334,rotate25,rotate25,conv2,0.03466666666666662,0.27368421052631536,0.8653333333333333,0.8306666666666667,with_labelperm_della_like
0.9573333333333334,rotate25,rotate25,fc1,0.11033333333333328,0.8710526315789467,0.941,0.8306666666666667,with_labelperm_della_like
0.9573333333333334,rotate25,rotate25,fc2,0.01666666666666672,0.13157894736842143,0.8473333333333334,0.8306666666666667,with_labelperm_della_like
0.973,clean,clean,all,0.01100000000000001,1.0,0.973,0.962,with_labelperm_linear_taskavg
0.973,clean,clean,conv1,0.0,0.0,0.962,0.962,with_labelperm_linear_taskavg
0.973,clean,clean,conv2,0.00033333333333340764,0.03030303030303703,0.9623333333333334,0.962,with_labelperm_linear_taskavg
0.973,clean,clean,fc1,0.009333333333333416,0.8484848484848552,0.9713333333333334,0.962,with_labelperm_linear_taskavg
0.973,clean,clean,fc2,-0.0010000000000000009,-0.09090909090909091,0.961,0.962,with_labelperm_linear_taskavg
0.9426666666666668,invert,invert,all,0.6196666666666666,0.9999999999999997,0.9426666666666667,0.323,with_labelperm_linear_taskavg
0.9426666666666668,invert,invert,conv1,0.02366666666666667,0.03819257665411511,0.3466666666666667,0.323,with_labelperm_linear_taskavg
0.9426666666666668,invert,invert,conv2,0.22900000000000004,0.36955352339967723,0.552,0.323,with_labelperm_linear_taskavg
0.9426666666666668,invert,invert,fc1,0.4683333333333333,0.7557826788596017,0.7913333333333333,0.323,with_labelperm_linear_taskavg
0.9426666666666668,invert,invert,fc2,0.017666666666666664,0.02850995158687465,0.3406666666666667,0.323,with_labelperm_linear_taskavg
0.8946666666666667,labelperm,labelperm_task,all,0.8903333333333334,1.0,0.8946666666666667,0.0043333333333333,with_labelperm_linear_taskavg
0.8946666666666667,labelperm,labelperm_task,conv1,0.0003333333333333669,0.0003743916136278924,0.004666666666666667,0.0043333333333333,with_labelperm_linear_taskavg
0.8946666666666667,labelperm,labelperm_task,conv2,0.0026666666666667,0.002995132909022875,0.007,0.0043333333333333,with_labelperm_linear_taskavg
0.8946666666666667,labelperm,labelperm_task,fc1,0.78,0.8760763758891801,0.7843333333333333,0.0043333333333333,with_labelperm_linear_taskavg
0.8946666666666667,labelperm,labelperm_task,fc2,0.0156666666666667,0.01759640584050921,0.02,0.0043333333333333,with_labelperm_linear_taskavg
0.918,noise,noise,all,0.3506666666666667,1.0,0.918,0.5673333333333334,with_labelperm_linear_taskavg
0.918,noise,noise,conv1,0.03433333333333333,0.09790874524714827,0.6016666666666667,0.5673333333333334,with_labelperm_linear_taskavg
0.918,noise,noise,conv2,0.22766666666666668,0.6492395437262357,0.795,0.5673333333333334,with_labelperm_linear_taskavg
0.918,noise,noise,fc1,0.21433333333333326,0.6112167300380226,0.7816666666666666,0.5673333333333334,with_labelperm_linear_taskavg
0.918,noise,noise,fc2,0.03600000000000003,0.10266159695817499,0.6033333333333334,0.5673333333333334,with_labelperm_linear_taskavg
0.9573333333333334,rotate25,rotate25,all,0.1136666666666667,1.0,0.9573333333333334,0.8436666666666667,with_labelperm_linear_taskavg
0.9573333333333334,rotate25,rotate25,conv1,0.0043333333333333,0.03812316715542492,0.848,0.8436666666666667,with_labelperm_linear_taskavg
0.9573333333333334,rotate25,rotate25,conv2,0.03400000000000003,0.29912023460410575,0.8776666666666667,0.8436666666666667,with_labelperm_linear_taskavg
0.9573333333333334,rotate25,rotate25,fc1,0.10033333333333327,0.8826979472140756,0.944,0.8436666666666667,with_labelperm_linear_taskavg
0.9573333333333334,rotate25,rotate25,fc2,0.011666666666666603,0.1026392961876827,0.8553333333333333,0.8436666666666667,with_labelperm_linear_taskavg
0.973,clean,clean,all,0.01100000000000001,1.0,0.973,0.962,with_labelperm_soup
0.973,clean,clean,conv1,0.0,0.0,0.962,0.962,with_labelperm_soup
0.973,clean,clean,conv2,0.00033333333333340764,0.03030303030303703,0.9623333333333334,0.962,with_labelperm_soup
0.973,clean,clean,fc1,0.009333333333333416,0.8484848484848552,0.9713333333333334,0.962,with_labelperm_soup
0.973,clean,clean,fc2,-0.0010000000000000009,-0.09090909090909091,0.961,0.962,with_labelperm_soup
0.9426666666666668,invert,invert,all,0.6196666666666666,0.9999999999999997,0.9426666666666667,0.323,with_labelperm_soup
0.9426666666666668,invert,invert,conv1,0.02366666666666667,0.03819257665411511,0.3466666666666667,0.323,with_labelperm_soup
0.9426666666666668,invert,invert,conv2,0.22900000000000004,0.36955352339967723,0.552,0.323,with_labelperm_soup
0.9426666666666668,invert,invert,fc1,0.4683333333333333,0.7557826788596017,0.7913333333333333,0.323,with_labelperm_soup
0.9426666666666668,invert,invert,fc2,0.017666666666666664,0.02850995158687465,0.3406666666666667,0.323,with_labelperm_soup
