donor_acc,donor_expert,eval_domain,module,patch_gain_vs_target,patch_gap_closed_vs_donor,patched_acc,target_acc,target_model
0.8946666666666667,labelperm,labelperm_task,all,0.8903333333333334,1.0,0.8946666666666667,0.0043333333333333,with_labelperm_soup
0.8946666666666667,labelperm,labelperm_task,conv1,0.0003333333333333669,0.0003743916136278924,0.004666666666666667,0.0043333333333333,with_labelperm_soup
0.8946666666666667,labelperm,labelperm_task,conv2,0.0026666666666667,0.002995132909022875,0.007,0.0043333333333333,with_labelperm_soup
0.8946666666666667,labelperm,labelperm_task,fc1,0.78,0.8760763758891801,0.7843333333333333,0.0043333333333333,with_labelperm_soup
0.8946666666666667,labelperm,labelperm_task,fc2,0.0156666666666667,0.01759640584050921,0.02,0.0043333333333333,with_labelperm_soup
0.918,noise,noise,all,0.3506666666666667,1.0,0.918,0.5673333333333334,with_labelperm_soup
0.918,noise,noise,conv1,0.03433333333333333,0.09790874524714827,0.6016666666666667,0.5673333333333334,with_labelperm_soup
0.918,noise,noise,conv2,0.22766666666666668,0.6492395437262357,0.795,0.5673333333333334,with_labelperm_soup
0.918,noise,noise,fc1,0.21433333333333326,0.6112167300380226,0.7816666666666666,0.5673333333333334,with_labelperm_soup
0.918,noise,noise,fc2,0.03600000000000003,0.10266159695817499,0.6033333333333334,0.5673333333333334,with_labelperm_soup
0.9573333333333334,rotate25,rotate25,all,0.1136666666666667,1.0,0.9573333333333334,0.8436666666666667,with_labelperm_soup
0.9573333333333334,rotate25,rotate25,conv1,0.0043333333333333,0.03812316715542492,0.848,0.8436666666666667,with_labelperm_soup
0.9573333333333334,rotate25,rotate25,conv2,0.03400000000000003,0.29912023460410575,0.8776666666666667,0.8436666666666667,with_labelperm_soup
0.9573333333333334,rotate25,rotate25,fc1,0.10033333333333327,0.8826979472140756,0.944,0.8436666666666667,with_labelperm_soup
0.9573333333333334,rotate25,rotate25,fc2,0.011666666666666603,0.1026392961876827,0.8553333333333333,0.8436666666666667,with_labelperm_soup
0.973,clean,clean,all,0.15200000000000002,1.0,0.973,0.821,with_labelperm_ties_keep20
0.973,clean,clean,conv1,0.015666666666666718,0.10307017543859681,0.8366666666666667,0.821,with_labelperm_ties_keep20
0.973,clean,clean,conv2,0.06866666666666676,0.45175438596491285,0.8896666666666667,0.821,with_labelperm_ties_keep20
0.973,clean,clean,fc1,0.14433333333333342,0.9495614035087724,0.9653333333333334,0.821,with_labelperm_ties_keep20
0.973,clean,clean,fc2,0.05033333333333334,0.33114035087719296,0.8713333333333333,0.821,with_labelperm_ties_keep20
0.9426666666666668,invert,invert,all,0.6623333333333333,0.9999999999999998,0.9426666666666667,0.2803333333333333,with_labelperm_ties_keep20
0.9426666666666668,invert,invert,conv1,0.068,0.10266733769501761,0.34833333333333333,0.2803333333333333,with_labelperm_ties_keep20
0.9426666666666668,invert,invert,conv2,0.22499999999999998,0.3397081026673376,0.5053333333333333,0.2803333333333333,with_labelperm_ties_keep20
0.9426666666666668,invert,invert,fc1,0.31133333333333335,0.47005535983895314,0.5916666666666667,0.2803333333333333,with_labelperm_ties_keep20
0.9426666666666668,invert,invert,fc2,0.14600000000000002,0.22043281328636133,0.42633333333333334,0.2803333333333333,with_labelperm_ties_keep20
0.8946666666666667,labelperm,labelperm_task,all,0.7886666666666667,1.0,0.8946666666666667,0.106,with_labelperm_ties_keep20
0.8946666666666667,labelperm,labelperm_task,conv1,-0.015333333333333324,-0.019442096365173276,0.09066666666666667,0.106,with_labelperm_ties_keep20
0.8946666666666667,labelperm,labelperm_task,conv2,0.10266666666666667,0.1301775147928994,0.20866666666666667,0.106,with_labelperm_ties_keep20
0.8946666666666667,labelperm,labelperm_task,fc1,0.7050000000000001,0.8939137785291632,0.811,0.106,with_labelperm_ties_keep20
0.8946666666666667,labelperm,labelperm_task,fc2,0.12766666666666665,0.16187658495350798,0.23366666666666666,0.106,with_labelperm_ties_keep20
0.918,noise,noise,all,0.542,1.0,0.918,0.376,with_labelperm_ties_keep20
0.918,noise,noise,conv1,0.015666666666666662,0.02890528905289052,0.39166666666666666,0.376,with_labelperm_ties_keep20
0.918,noise,noise,conv2,0.23033333333333328,0.4249692496924968,0.6063333333333333,0.376,with_labelperm_ties_keep20
0.918,noise,noise,fc1,0.4786666666666667,0.8831488314883148,0.8546666666666667,0.376,with_labelperm_ties_keep20
0.918,noise,noise,fc2,-0.0030000000000000027,-0.00553505535055351,0.373,0.376,with_labelperm_ties_keep20
0.9573333333333334,rotate25,rotate25,all,0.20033333333333336,1.0,0.9573333333333334,0.757,with_labelperm_ties_keep20
0.9573333333333334,rotate25,rotate25,conv1,0.01966666666666661,0.09816971713810287,0.7766666666666666,0.757,with_labelperm_ties_keep20
0.9573333333333334,rotate25,rotate25,conv2,0.05233333333333334,0.2612312811980033,0.8093333333333333,0.757,with_labelperm_ties_keep20
0.9573333333333334,rotate25,rotate25,fc1,0.18766666666666665,0.936772046589018,0.9446666666666667,0.757,with_labelperm_ties_keep20
0.9573333333333334,rotate25,rotate25,fc2,0.05066666666666664,0.2529118136439266,0.8076666666666666,0.757,with_labelperm_ties_keep20
