bundle,feature_ids,layer,selected_features
critical12,"1338,4326,4339,6289,8775,9135,12652,12704,12963,13622,14991,15169",20,12
noncritical21,"321,1100,1813,3850,5355,5990,6169,7531,7965,8754,9001,9024,9149,9407,11414,11545,12002,12313,13060,13854,13882",20,21
full33,"321,1100,1338,1813,3850,4326,4339,5355,5990,6169,6289,7531,7965,8754,8775,9001,9024,9135,9149,9407,11414,11545,12002,12313,12652,12704,12963,13060,13622,13854,13882,14991,15169",20,33
