last_token_max_abs,max_abs,mean_abs,variant_a,variant_b
3.814697265625e-06,3.814697265625e-06,9.019656133091303e-09,top3183_plus_rank3202_extra_boundary_only,top3184_plus_rank3202_extra_boundary_only
