active_count,benign_delta_abs_mean,benign_delta_abs_sum,feature_id,group,harm_delta_abs_mean,harm_delta_abs_sum,harm_donor_mean,harm_minus_benign_delta_mean,layer,layers,rank
5.0,0.0013020833333333333,0.109375,8656,l19_tail,0.1238132911392405,9.78125,0.14430874208860758,0.12251120780590717,19,19,25
6.0,0.015904017857142856,1.3359375,4197,l19_tail,0.12371439873417721,9.7734375,0.0,0.10781038087703435,19,19,26
3.0,0.0,0.0,6296,l19_tail,0.12351661392405064,9.7578125,0.12351661392405064,0.12351661392405064,19,19,27
4.0,0.03557477678571429,2.98828125,9010,l19_tail,0.1233682753164557,9.74609375,0.06937302215189874,0.0877934985307414,19,19,28
5.0,0.03236607142857143,2.71875,15789,l19_tail,0.12321993670886076,9.734375,0.0,0.09085386528028933,19,19,29
8.0,0.010439918154761904,0.876953125,7099,l19_tail,0.12312104430379747,9.7265625,0.11335541930379747,0.11268112614903557,19,19,30
21.0,0.060802641369047616,5.107421875,3119,l19_tail,0.12292325949367089,9.7109375,0.3055528085443038,0.06212061812462327,19,19,31
3.0,0.03520275297619048,2.95703125,6636,l19_tail,0.12292325949367089,9.7109375,0.03139833860759494,0.08772050651748041,19,19,32
4.0,0.0,0.0,13244,l19_tail,0.12292325949367089,9.7109375,0.15328322784810128,0.12292325949367089,19,19,33
7.0,0.006696428571428571,0.5625,138,l19_tail,0.1228243670886076,9.703125,0.0379746835443038,0.11612793851717902,19,19,34
4.0,0.00939360119047619,0.7890625,8813,l19_tail,0.1227254746835443,9.6953125,0.0,0.11333187349306811,19,19,35
8.0,0.029482886904761904,2.4765625,10519,l19_tail,0.12257713607594936,9.68359375,0.1042820411392405,0.09309424917118746,19,19,36
3.0,0.0,0.0,2370,l19_tail,0.12257713607594936,9.68359375,0.12257713607594936,0.12257713607594936,19,19,37
6.0,0.038364955357142856,3.22265625,3858,l19_tail,0.12252768987341772,9.6796875,0.0,0.08416273451627487,19,19,38
9.0,0.060267857142857144,5.0625,2669,l19_tail,0.12232990506329114,9.6640625,0.15615110759493672,0.062062047920433995,19,19,39
5.0,0.03757440476190476,3.15625,8648,l19_tail,0.12223101265822785,9.65625,0.0,0.0846566078963231,19,19,40
3.0,0.0,0.0,6836,l19_tail,0.12213212025316456,9.6484375,0.12213212025316456,0.12213212025316456,19,19,41
5.0,0.018136160714285716,1.5234375,14050,l19_tail,0.12213212025316456,9.6484375,0.03382120253164557,0.10399595953887884,19,19,42
7.0,0.039760044642857144,3.33984375,4190,l19_tail,0.12198378164556962,9.63671875,0.0,0.08222373700271249,19,19,43
5.0,0.000744047619047619,0.0625,2068,l19_tail,0.12193433544303797,9.6328125,0.1729628164556962,0.12119028782399036,19,19,44
6.0,0.004464285714285714,0.375,8891,l19_tail,0.1216376582278481,9.609375,0.1707871835443038,0.11717337251356238,19,19,45
3.0,0.0,0.0,823,l19_tail,0.1215387658227848,9.6015625,0.0,0.1215387658227848,19,19,46
7.0,0.004185267857142857,0.3515625,12271,l19_tail,0.12124208860759493,9.578125,0.2321004746835443,0.11705682075045207,19,19,47
10.0,0.10811941964285714,9.08203125,2312,l19_tail,0.12109375,9.56640625,0.033128955696202535,0.012974330357142863,19,19,48
4.0,0.029947916666666668,2.515625,3482,l19_tail,0.12104430379746836,9.5625,0.12104430379746836,0.09109638713080169,19,19,49
3.0,0.0,0.0,8784,l19_tail,0.12092068829113924,9.552734375,0.12092068829113924,0.12092068829113924,19,19,50
3.0,0.0,0.0,15179,l19_tail,0.12089596518987342,9.55078125,0.12089596518987342,0.12089596518987342,19,19,51
4.0,0.010881696428571428,0.9140625,12368,l19_tail,0.12084651898734178,9.546875,0.0,0.10996482255877035,19,19,52
4.0,0.00027901785714285713,0.0234375,11970,l19_tail,0.1206487341772152,9.53125,0.0,0.12036971632007233,19,19,53
3.0,0.0,0.0,5432,l19_tail,0.1206487341772152,9.53125,0.1610462816455696,0.1206487341772152,19,19,54
