active_count,benign_delta_abs_mean,benign_delta_abs_sum,feature_id,group,harm_delta_abs_mean,harm_delta_abs_sum,harm_donor_mean,harm_minus_benign_delta_mean,layer,layers,rank
65.0,0.74677734375,29.87109375,9338,all,0.900094696969697,29.703125,13.125355113636363,0.15331735321969697,12,"12,13,14,15,16,17,18,19,20",1
53.0,0.34052734375,13.62109375,10259,all,0.6281664299242424,20.7294921875,2.612097537878788,0.28763908617424244,12,"12,13,14,15,16,17,18,19,20",2
69.0,0.261865234375,10.474609375,10090,all,0.5632694128787878,18.587890625,5.406782670454546,0.30140417850378787,12,"12,13,14,15,16,17,18,19,20",3
7.0,0.0,0.0,13842,all,0.5336766098484849,17.611328125,1.2179805871212122,0.5336766098484849,12,"12,13,14,15,16,17,18,19,20",4
16.0,0.130224609375,5.208984375,8684,all,0.47315932765151514,15.6142578125,0.5381155303030303,0.3429347182765151,12,"12,13,14,15,16,17,18,19,20",5
35.0,0.26953125,10.78125,9401,all,0.4251893939393939,14.03125,1.0836292613636365,0.15565814393939392,12,"12,13,14,15,16,17,18,19,20",6
20.0,0.24560546875,9.82421875,2307,all,0.3986150568181818,13.154296875,0.7457386363636364,0.15300958806818182,12,"12,13,14,15,16,17,18,19,20",7
13.0,0.1432373046875,5.7294921875,2781,all,0.34931344696969696,11.52734375,0.7808357007575758,0.20607614228219695,12,"12,13,14,15,16,17,18,19,20",8
27.0,0.2584228515625,10.3369140625,15382,all,0.34525923295454547,11.3935546875,1.0250355113636365,0.08683638139204547,12,"12,13,14,15,16,17,18,19,20",9
39.0,0.30966796875,12.38671875,385,all,0.3362630208333333,11.0966796875,1.059955018939394,0.026595052083333293,12,"12,13,14,15,16,17,18,19,20",10
35.0,0.1427734375,5.7109375,8424,all,0.3283025568181818,10.833984375,1.4123461174242424,0.18552911931818183,12,"12,13,14,15,16,17,18,19,20",11
14.0,0.215283203125,8.611328125,1816,all,0.3231534090909091,10.6640625,0.404296875,0.10787020596590913,12,"12,13,14,15,16,17,18,19,20",12
19.0,0.0529296875,2.1171875,1033,all,0.3186257102272727,10.5146484375,0.8216145833333334,0.2656960227272727,12,"12,13,14,15,16,17,18,19,20",13
23.0,0.09033203125,3.61328125,4298,all,0.31107954545454547,10.265625,0.6844223484848485,0.22074751420454547,12,"12,13,14,15,16,17,18,19,20",14
21.0,0.121240234375,4.849609375,14620,all,0.31013257575757575,10.234375,0.7881747159090909,0.18889234138257574,12,"12,13,14,15,16,17,18,19,20",15
25.0,0.234033203125,9.361328125,4737,all,0.3063742897727273,10.1103515625,0.5798413825757576,0.07234108664772729,12,"12,13,14,15,16,17,18,19,20",16
15.0,0.11767578125,4.70703125,8337,all,0.3059895833333333,10.09765625,0.6540601325757576,0.18831380208333331,12,"12,13,14,15,16,17,18,19,20",17
19.0,0.10595703125,4.23828125,15885,all,0.2979995265151515,9.833984375,0.9702296401515151,0.1920424952651515,12,"12,13,14,15,16,17,18,19,20",18
22.0,0.25888671875,10.35546875,15568,all,0.2916666666666667,9.625,0.4109256628787879,0.03277994791666666,12,"12,13,14,15,16,17,18,19,20",19
50.0,0.152294921875,6.091796875,8455,all,0.28160511363636365,9.29296875,2.6779119318181817,0.12931019176136366,12,"12,13,14,15,16,17,18,19,20",20
26.0,0.073974609375,2.958984375,3102,all,0.2753610321969697,9.0869140625,0.6406841856060606,0.20138642282196972,12,"12,13,14,15,16,17,18,19,20",21
17.0,0.229541015625,9.181640625,12102,all,0.2734966856060606,9.025390625,0.12393465909090909,0.0439556699810606,12,"12,13,14,15,16,17,18,19,20",22
53.0,0.34140625,13.65625,16294,all,0.2704782196969697,8.92578125,1.8070549242424243,-0.0709280303030303,12,"12,13,14,15,16,17,18,19,20",23
28.0,0.2702880859375,10.8115234375,9826,all,0.2638198390151515,8.7060546875,0.8228574810606061,-0.006468246922348486,12,"12,13,14,15,16,17,18,19,20",24
25.0,0.213232421875,8.529296875,15324,all,0.2587890625,8.5400390625,0.5986032196969697,0.045556640625000006,12,"12,13,14,15,16,17,18,19,20",25
29.0,0.2703125,10.8125,506,all,0.2577237215909091,8.5048828125,1.0990471117424243,-0.012588778409090895,12,"12,13,14,15,16,17,18,19,20",26
23.0,0.38017578125,15.20703125,872,all,0.24331202651515152,8.029296875,0.4904119318181818,-0.1368637547348485,12,"12,13,14,15,16,17,18,19,20",27
19.0,0.24052734375,9.62109375,4581,all,0.24174360795454544,7.9775390625,0.41527580492424243,0.0012162642045454308,12,"12,13,14,15,16,17,18,19,20",28
15.0,0.2001708984375,8.0068359375,12147,all,0.24085582386363635,7.9482421875,0.20726799242424243,0.04068492542613636,12,"12,13,14,15,16,17,18,19,20",29
17.0,0.1364990234375,5.4599609375,10719,all,0.23857717803030304,7.873046875,0.4345407196969697,0.10207815459280303,12,"12,13,14,15,16,17,18,19,20",30
9.0,0.256640625,10.265625,5142,all,0.23709753787878787,7.82421875,0.5671756628787878,-0.019543087121212138,12,"12,13,14,15,16,17,18,19,20",31
3.0,0.0,0.0,12370,all,0.23683120265151514,7.8154296875,0.2941524621212121,0.23683120265151514,12,"12,13,14,15,16,17,18,19,20",32
44.0,1.00341796875,40.13671875,7512,all,0.830374053030303,27.40234375,1.6572561553030303,-0.17304391571969702,13,"12,13,14,15,16,17,18,19,20",1
51.0,0.205078125,8.203125,8714,all,0.7387547348484849,24.37890625,1.7904829545454546,0.5336766098484849,13,"12,13,14,15,16,17,18,19,20",2
51.0,0.540478515625,21.619140625,12271,all,0.6541489109848485,21.5869140625,2.5978338068181817,0.11367039535984846,13,"12,13,14,15,16,17,18,19,20",3
40.0,0.50302734375,20.12109375,3993,all,0.6244673295454546,20.607421875,1.5561079545454546,0.12143998579545456,13,"12,13,14,15,16,17,18,19,20",4
47.0,0.491943359375,19.677734375,249,all,0.6190814393939394,20.4296875,7.115767045454546,0.12713808001893945,13,"12,13,14,15,16,17,18,19,20",5
22.0,0.449755859375,17.990234375,13617,all,0.5509588068181818,18.181640625,4.402166193181818,0.10120294744318176,13,"12,13,14,15,16,17,18,19,20",6
13.0,0.1021484375,4.0859375,3037,all,0.5076349431818182,16.751953125,1.1890388257575757,0.4054865056818182,13,"12,13,14,15,16,17,18,19,20",7
19.0,0.610791015625,24.431640625,13014,all,0.5047940340909091,16.658203125,0.6264796401515151,-0.10599698153409098,13,"12,13,14,15,16,17,18,19,20",8
20.0,0.22529296875,9.01171875,7957,all,0.5026041666666666,16.5859375,0.19898200757575757,0.27731119791666664,13,"12,13,14,15,16,17,18,19,20",9
29.0,0.6758056640625,27.0322265625,14941,all,0.4835759943181818,15.9580078125,0.41838304924242425,-0.19222966974431815,13,"12,13,14,15,16,17,18,19,20",10
26.0,0.104150390625,4.166015625,13665,all,0.4676254734848485,15.431640625,1.1089015151515151,0.36347508285984853,13,"12,13,14,15,16,17,18,19,20",11
17.0,0.2937744140625,11.7509765625,13435,all,0.4502840909090909,14.859375,0.8513257575757576,0.1565096768465909,13,"12,13,14,15,16,17,18,19,20",12
